EVENT,BOUT,OUTCOME,WEIGHTCLASS,METHOD,ROUND,TIME,TIME FORMAT,REFEREE,DETAILS,URL
UFC Fight Night: Kara-France vs. Albazi ,Alex Caceres  vs. Daniel Pineda ,W/L,Featherweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mark Smith,Ron McCarthy 28 - 29.Junichiro Kamijo 28 - 29.Derek Cleary 28 - 29.,http://ufcstats.com/fight-details/7be3e513a31f6570
UFC Fight Night: Kara-France vs. Albazi ,Jim Miller  vs. Jesse Butler ,W/L,Lightweight Bout,KO/TKO ,1,0:23,3 Rnd (5-5-5),Dan Miragliotta,Punch to Head At Distance ,http://ufcstats.com/fight-details/e2f4cd4a9a579488
UFC Fight Night: Kara-France vs. Albazi ,Tim Elliott  vs. Victor Altamirano ,W/L,Flyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mark Smith,Ron McCarthy 27 - 30.Derek Cleary 27 - 30.Chris Lee 28 - 29.,http://ufcstats.com/fight-details/913d8a35095591d5
UFC Fight Night: Kara-France vs. Albazi ,Karine Silva  vs. Ketlen Souza ,W/L,Women's Flyweight Bout,Submission ,1,1:45,3 Rnd (5-5-5),Chris Tognoni,Other - Lock On GroundZ-Lock,http://ufcstats.com/fight-details/4d0029ad31bdd85a
UFC Fight Night: Kara-France vs. Albazi ,Abubakar Nurmagomedov  vs. Elizeu Zaleski dos Santos ,L/W,Welterweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,Derek Cleary 29 - 28.Bryan Miner 28 - 29.Ron McCarthy 28 - 29.,http://ufcstats.com/fight-details/a122968e96068800
UFC Fight Night: Kara-France vs. Albazi ,Daniel Santos  vs. Johnny Munoz ,W/L,Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,Tony Weeks 27 - 29.Chris Lee 27 - 29.Sal D'amato 27 - 29.,http://ufcstats.com/fight-details/84f60cb00b8d4187
UFC Fight Night: Kara-France vs. Albazi ,Andrei Arlovski  vs. Don'Tale Mayes ,L/W,Heavyweight Bout,KO/TKO ,2,3:17,3 Rnd (5-5-5),Mark Smith,Punch to Head At Distance ,http://ufcstats.com/fight-details/5459c3bb88d031f9
UFC Fight Night: Kara-France vs. Albazi ,John Castaneda  vs. Muin Gafurov ,W/L,Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Tony Weeks 27 - 29.Chris Lee 27 - 29.Junichiro Kamijo 27 - 29.,http://ufcstats.com/fight-details/c98f62eb74e69bcb
UFC Fight Night: Kara-France vs. Albazi ,Jamie Mullarkey  vs. Muhammad Naimov ,L/W,Lightweight Bout,KO/TKO ,2,2:59,3 Rnd (5-5-5),Herb Dean,Punch to Head At Distance ,http://ufcstats.com/fight-details/ad7bd4b3ee923498
UFC Fight Night: Kara-France vs. Albazi ,Elise Reed  vs. Jinh Yu Frey ,W/L,Women's Strawweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mark Smith,Bryan Miner 28 - 29.Ron McCarthy 28 - 29.Mike Bell 28 - 29.,http://ufcstats.com/fight-details/dfc62aa72446e4a8
UFC Fight Night: Kara-France vs. Albazi ,Da'Mon Blackshear  vs. Luan Lacerda ,W/L,Bantamweight Bout,KO/TKO ,2,3:54,3 Rnd (5-5-5),Chris Tognoni,Punches to Head On Ground ,http://ufcstats.com/fight-details/72bb7605e340a8fe
UFC Fight Night: Kara-France vs. Albazi ,Philipe Lins  vs. Maxim Grishin ,W/L,Light Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,Derek Cleary 28 - 29.Mike Bell 28 - 29.Adalaide Byrd 27 - 30.,http://ufcstats.com/fight-details/99808befeece3a8a
UFC Fight Night: Dern vs. Hill ,Mackenzie Dern  vs. Angela Hill ,W/L,Women's Strawweight Bout,Decision - Unanimous ,5,5:00,5 Rnd (5-5-5-5-5),Jason Herzog,Ron McCarthy 43 - 49.Sal D'amato 44 - 49.Mike Bell 44 - 49.,http://ufcstats.com/fight-details/cb9654746447b934
UFC Fight Night: Dern vs. Hill ,Edmen Shahbazyan  vs. Anthony Hernandez ,L/W,Middleweight Bout,KO/TKO ,3,1:01,3 Rnd (5-5-5),Herb Dean,Elbows to Head From Mount ,http://ufcstats.com/fight-details/3638ee66c7d34fe0
UFC Fight Night: Dern vs. Hill ,Emily Ducote  vs. Loopy Godinez ,L/W,Catch Weight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Mike Bell 27 - 30.Junichiro Kamijo 28 - 29.Ron McCarthy 28 - 29.,http://ufcstats.com/fight-details/924f982f0d9d2142
UFC Fight Night: Dern vs. Hill ,Andre Fialho  vs. Joaquin Buckley ,L/W,Welterweight Bout,KO/TKO ,2,4:15,3 Rnd (5-5-5),Kerry Hatley,Kick to Head At Distance ,http://ufcstats.com/fight-details/73700c8c5107f719
UFC Fight Night: Dern vs. Hill ,Diego Ferreira  vs. Michael Johnson ,W/L,Lightweight Bout,KO/TKO ,2,1:50,3 Rnd (5-5-5),Herb Dean,Punch to Head At Distance ,http://ufcstats.com/fight-details/12683e06369d1a83
UFC Fight Night: Dern vs. Hill , Maheshate  vs. Viacheslav Borshchev ,L/W,Lightweight Bout,KO/TKO ,2,2:37,3 Rnd (5-5-5),Jason Herzog,Punch to Head At Distance ,http://ufcstats.com/fight-details/49bd9a2f1fbebd1f
UFC Fight Night: Dern vs. Hill ,Karolina Kowalkiewicz  vs. Vanessa Demopoulos ,W/L,Women's Strawweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Mike Bell 27 - 30.Derek Cleary 27 - 30.Jacob Montalvo 27 - 30.,http://ufcstats.com/fight-details/33007109c9ca1ede
UFC Fight Night: Dern vs. Hill ,Orion Cosce  vs. Gilbert Urbina ,L/W,Welterweight Bout,KO/TKO ,2,2:55,3 Rnd (5-5-5),Kerry Hatley,Kick to Body At Distance ,http://ufcstats.com/fight-details/7d583e4002622848
UFC Fight Night: Dern vs. Hill ,Ilir Latifi  vs. Rodrigo Nascimento ,L/W,Heavyweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Herb Dean,Derek Cleary 28 - 29.Jacob Montalvo 29 - 28.Sal D'amato 28 - 29.,http://ufcstats.com/fight-details/fb70b62915fdcec6
UFC Fight Night: Dern vs. Hill ,Chase Hooper  vs. Nick Fiore ,W/L,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jason Herzog,Junichiro Kamijo 26 - 30.Mike Bell 27 - 30.Tony Weeks 27 - 30.,http://ufcstats.com/fight-details/eca400aeeb2763d1
UFC Fight Night: Dern vs. Hill ,Natalia Silva  vs. Victoria Leonardo ,W/L,Women's Flyweight Bout,KO/TKO ,1,2:58,3 Rnd (5-5-5),Kerry Hatley,Punch to Head At Distance ,http://ufcstats.com/fight-details/744cbe6e49d4f41c
UFC Fight Night: Dern vs. Hill ,Takashi Sato  vs. Themba Gorimbo ,L/W,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Mike Bell 27 - 30.Junichiro Kamijo 27 - 30.Tony Weeks 27 - 30.,http://ufcstats.com/fight-details/8502f245aabd64ac
UFC Fight Night: Rozenstruik vs. Almeida ,Jairzinho Rozenstruik  vs. Jailton Almeida ,L/W,Heavyweight Bout,Submission ,1,3:43,5 Rnd (5-5-5-5-5),Dan Miragliotta,Rear Naked Choke ,http://ufcstats.com/fight-details/755202fce24b8f83
UFC Fight Night: Rozenstruik vs. Almeida ,Anthony Smith  vs. Johnny Walker ,L/W,Light Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Keith Peterson,Brian Puccillo 28 - 29.Mike Bell 27 - 30.Junichiro Kamijo 27 - 30.,http://ufcstats.com/fight-details/c501576b8ec35758
UFC Fight Night: Rozenstruik vs. Almeida ,Daniel Rodriguez  vs. Ian Machado Garry ,L/W,Welterweight Bout,KO/TKO ,1,2:57,3 Rnd (5-5-5),Dan Miragliotta,Kick to Head At Distance ,http://ufcstats.com/fight-details/b0f4c7788782e26e
UFC Fight Night: Rozenstruik vs. Almeida ,Carlos Ulberg  vs. Ihor Potieria ,W/L,Light Heavyweight Bout,KO/TKO ,1,2:09,3 Rnd (5-5-5),Keith Peterson,Punches to Head On Ground ,http://ufcstats.com/fight-details/dae2484418631ff5
UFC Fight Night: Rozenstruik vs. Almeida ,Tim Means  vs. Alex Morono ,L/W,Welterweight Bout,Submission ,2,2:09,3 Rnd (5-5-5),Wayne Spinola,Guillotine Choke From Bottom Guard ,http://ufcstats.com/fight-details/838a022ca5d99cc1
UFC Fight Night: Rozenstruik vs. Almeida ,Matt Brown  vs. Court McGee ,W/L,Welterweight Bout,KO/TKO ,1,4:09,3 Rnd (5-5-5),Dan Miragliotta,Punch to Head At Distance ,http://ufcstats.com/fight-details/f2ced83baf0457fc
UFC Fight Night: Rozenstruik vs. Almeida ,Karl Williams  vs. Chase Sherman ,W/L,Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Keith Peterson,Bobby Harris 27 - 30.Andrew Hopper Jr. 27 - 30.Junichiro Kamijo 28 - 29.,http://ufcstats.com/fight-details/3387f430abb7e39f
UFC Fight Night: Rozenstruik vs. Almeida ,Cody Stamann  vs. Douglas Silva de Andrade ,L/W,Catch Weight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Wayne Spinola,Bobby Harris 28 - 29.Andrew Hopper Jr. 28 - 29.Pedro Claudio 28 - 29.,http://ufcstats.com/fight-details/14e689e60419d469
UFC Fight Night: Rozenstruik vs. Almeida ,Ji Yeon Kim  vs. Mandy Bohm ,L/W,Women's Flyweight Bout,Decision - Split ,3,1:55,3 Rnd (5-5-5),Larry Carter,technical decision after accidental foulMike Bell 27 - 28.Bobby Harris 28 - 27.Junichiro Kamijo 27 - 28.,http://ufcstats.com/fight-details/6ca856d1950d8f7f
UFC Fight Night: Rozenstruik vs. Almeida ,Bryan Battle  vs. Gabe Green ,W/L,Welterweight Bout,KO/TKO ,1,0:14,3 Rnd (5-5-5),Wayne Spinola,Punch to Head At Distance ,http://ufcstats.com/fight-details/81fda78adcaedbc7
UFC Fight Night: Rozenstruik vs. Almeida ,Jessica-Rose Clark  vs. Tainara Lisboa ,L/W,Women's Bantamweight Bout,Submission ,3,4:20,3 Rnd (5-5-5),Larry Carter,Rear Naked Choke ,http://ufcstats.com/fight-details/acfcf75f0215b7ab
