EVENT,BOUT,OUTCOME,WEIGHTCLASS,METHOD,ROUND,TIME,TIME FORMAT,REFEREE,DETAILS,URL
UFC 297: Strickland vs. Du Plessis ,Charles Jourdain  vs. Sean Woodson ,L/W,Featherweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Jerin Valel,Declan Woods 28 - 29.Patricia Vandermeer 29 - 28.Derek Cleary 28 - 29.,http://ufcstats.com/fight-details/331ddc1141e934d1
UFC 297: Strickland vs. Du Plessis ,Serhiy Sidey  vs. Ramon Taveras ,L/W,Bantamweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Todd Ronald Anderson,Eric Colon 28 - 29.Derek Cleary 29 - 28.Saleem Haniff 28 - 29.,http://ufcstats.com/fight-details/43d90683078fcee5
UFC 297: Strickland vs. Du Plessis ,Gillian Robertson  vs. Polyana Viana ,W/L,Women's Strawweight Bout,KO/TKO ,2,3:12,3 Rnd (5-5-5),Kevin MacDonald,Punches to Head From Back Control ,http://ufcstats.com/fight-details/dff2685afd98ed9e
UFC 297: Strickland vs. Du Plessis ,Yohan Lainesse  vs. Sam Patterson ,L/W,Welterweight Bout,Submission ,1,2:03,3 Rnd (5-5-5),Brian Beauchamp,Rear Naked Choke ,http://ufcstats.com/fight-details/a10e2d5416972b9c
UFC 297: Strickland vs. Du Plessis ,Jasmine Jasudavicius  vs. Priscila Cachoeira ,W/L,Women's Bantamweight Bout,Submission ,3,4:21,3 Rnd (5-5-5),MathewRocca,Anaconda Choke On Ground ,http://ufcstats.com/fight-details/7736eb6bd5c1ff4a
UFC 297: Strickland vs. Du Plessis ,Malcolm Gordon  vs. Jimmy Flick ,L/W,Flyweight Bout,Submission ,2,1:17,3 Rnd (5-5-5),Todd Ronald Anderson,Arm Triangle From Half Guard ,http://ufcstats.com/fight-details/ab105e5a56b5ee90
UFC Fight Night: Ankalaev vs. Walker 2 ,Magomed Ankalaev  vs. Johnny Walker ,W/L,Light Heavyweight Bout,KO/TKO ,2,2:42,5 Rnd (5-5-5-5-5),Marc Goddard,Punch to Head At Distance ,http://ufcstats.com/fight-details/f2b407019b2a5c15
UFC Fight Night: Ankalaev vs. Walker 2 ,Jim Miller  vs. Gabriel Benitez ,W/L,Lightweight Bout,Submission ,3,3:25,3 Rnd (5-5-5),Dan Miragliotta,Neck Crank From Back Control ,http://ufcstats.com/fight-details/640f2ae3995b3b4f
UFC Fight Night: Ankalaev vs. Walker 2 ,Ricky Simon  vs. Mario Bautista ,L/W,Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mark Smith,Sal D'amato 27 - 30.Chris Lee 27 - 30.Derek Cleary 28 - 29.,http://ufcstats.com/fight-details/a8239866e1222eae
UFC Fight Night: Ankalaev vs. Walker 2 ,Phil Hawes  vs. Brunno Ferreira ,L/W,Middleweight Bout,KO/TKO ,1,4:55,3 Rnd (5-5-5),Chris Tognoni,Punch to Head At Distance ,http://ufcstats.com/fight-details/d0d99889c6abd8e1
UFC Fight Night: Ankalaev vs. Walker 2 ,Andrei Arlovski  vs. Waldo Cortes-Acosta ,L/W,Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Marc Goddard,Derek Cleary 28 - 29.Sal D'amato 28 - 29.Chris Lee 28 - 29.,http://ufcstats.com/fight-details/6f13fe34cb3ca906
UFC Fight Night: Ankalaev vs. Walker 2 ,Matthew Semelsberger  vs. Preston Parsons ,L/W,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,Mike Bell 27 - 30.Junichiro Kamijo 27 - 30.Ron McCarthy 27 - 30.,http://ufcstats.com/fight-details/5f622d812b8f407f
UFC Fight Night: Ankalaev vs. Walker 2 ,Marcus McGhee  vs. Gaston Bolanos ,W/L,Bantamweight Bout,KO/TKO ,2,3:29,3 Rnd (5-5-5),Mark Smith,Punches to Head At Distance ,http://ufcstats.com/fight-details/03de7404decde12f
UFC Fight Night: Ankalaev vs. Walker 2 ,Farid Basharat  vs. Taylor Lapilus ,W/L,Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Mike Bell 27 - 30.Sal D'amato 27 - 30.Junichiro Kamijo 27 - 30.,http://ufcstats.com/fight-details/477c3b9de012e4b3
UFC Fight Night: Ankalaev vs. Walker 2 ,Westin Wilson  vs. Jean Silva ,L/W,Featherweight Bout,KO/TKO ,1,4:12,3 Rnd (5-5-5),Marc Goddard,Punch to Head In Clinch ,http://ufcstats.com/fight-details/0494ebcee93e717b
UFC Fight Night: Ankalaev vs. Walker 2 ,Nikolas Motta  vs. Tom Nolan ,W/L,Lightweight Bout,KO/TKO ,1,1:03,3 Rnd (5-5-5),Dan Miragliotta,Punches to Head On Ground ,http://ufcstats.com/fight-details/5344e76e26503716
UFC Fight Night: Ankalaev vs. Walker 2 ,Joshua Van  vs. Felipe Bunes ,W/L,Flyweight Bout,KO/TKO ,2,4:31,3 Rnd (5-5-5),Mark Smith,Punches to Head From Guard ,http://ufcstats.com/fight-details/fd29123ff92789e4
UFC 296: Edwards vs. Covington ,Leon Edwards  vs. Colby Covington ,W/L,UFC Welterweight Title Bout,Decision - Unanimous ,5,5:00,5 Rnd (5-5-5-5-5),Herb Dean,Derek Cleary 46 - 49.Sal D'amato 46 - 49.Chris Lee 46 - 49.,http://ufcstats.com/fight-details/3fa8ee3fdc04fe36
UFC 296: Edwards vs. Covington ,Alexandre Pantoja  vs. Brandon Royval ,W/L,UFC Flyweight Title Bout,Decision - Unanimous ,5,5:00,5 Rnd (5-5-5-5-5),Marc Goddard,Junichiro Kamijo 45 - 50.Ron McCarthy 45 - 50.Eric Colon 46 - 49.,http://ufcstats.com/fight-details/4896b36f1333d25c
UFC 296: Edwards vs. Covington ,Shavkat Rakhmonov  vs. Stephen Thompson ,W/L,Welterweight Bout,Submission ,2,4:56,3 Rnd (5-5-5),Jason Herzog,Rear Naked Choke ,http://ufcstats.com/fight-details/1efc813ccd7a5aba
UFC 296: Edwards vs. Covington ,Tony Ferguson  vs. Paddy Pimblett ,L/W,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mark Smith,Derek Cleary 27 - 30.Sal D'amato 27 - 30.Junichiro Kamijo 27 - 30.,http://ufcstats.com/fight-details/ac8628d945a78b03
UFC 296: Edwards vs. Covington ,Josh Emmett  vs. Bryce Mitchell ,W/L,Featherweight Bout,KO/TKO ,1,1:57,3 Rnd (5-5-5),Herb Dean,Punch to Head At Distance ,http://ufcstats.com/fight-details/3b21a9f48bac4a44
UFC 296: Edwards vs. Covington ,Alonzo Menifield  vs. Dustin Jacoby ,W/L,Light Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Sal D'amato 28 - 29.Chris Lee 28 - 29.Tony Weeks 28 - 29.,http://ufcstats.com/fight-details/521a0e016878d174
UFC 296: Edwards vs. Covington ,Irene Aldana  vs. Karol Rosa ,W/L,Women's Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jason Herzog,Derek Cleary 28 - 29.Ron McCarthy 28 - 29.Jacob Montalvo 28 - 29.,http://ufcstats.com/fight-details/609d994bfe440ec3
UFC 296: Edwards vs. Covington ,Cody Garbrandt  vs. Brian Kelleher ,W/L,Bantamweight Bout,KO/TKO ,1,3:42,3 Rnd (5-5-5),Marc Goddard,Punch to Head At Distance ,http://ufcstats.com/fight-details/f8a8871d167fc929
UFC 296: Edwards vs. Covington ,Casey O'Neill  vs. Ariane da Silva ,L/W,Women's Flyweight Bout,Submission ,2,1:18,3 Rnd (5-5-5),Mark Smith,Armbar On Ground ,http://ufcstats.com/fight-details/c442899c21d58779
UFC 296: Edwards vs. Covington ,Tagir Ulanbekov  vs. Cody Durden ,W/L,Flyweight Bout,Submission ,2,4:25,3 Rnd (5-5-5),Chris Tognoni,Rear Naked Choke ,http://ufcstats.com/fight-details/4ec249e549309b16
UFC 296: Edwards vs. Covington ,Andre Fili  vs. Lucas Almeida ,W/L,Featherweight Bout,KO/TKO ,1,3:32,3 Rnd (5-5-5),Jason Herzog,Punch to Head At Distance ,http://ufcstats.com/fight-details/abb6e2169ba580d2
UFC 296: Edwards vs. Covington ,Martin Buday  vs. Shamil Gaziev ,L/W,Heavyweight Bout,KO/TKO ,2,0:56,3 Rnd (5-5-5),Mark Smith,Punches to Head At Distance ,http://ufcstats.com/fight-details/fce6522f42b48f18
UFC Fight Night: Song vs. Gutierrez ,Song Yadong  vs. Chris Gutierrez ,W/L,Bantamweight Bout,Decision - Unanimous ,5,5:00,5 Rnd (5-5-5-5-5),Herb Dean,Sal D'amato 44 - 50.Junichiro Kamijo 45 - 50.Ron McCarthy 45 - 50.,http://ufcstats.com/fight-details/f9ec8bedc15ece93
UFC Fight Night: Song vs. Gutierrez ,Anthony Smith  vs. Khalil Rountree Jr. ,L/W,Light Heavyweight Bout,KO/TKO ,3,0:56,3 Rnd (5-5-5),Mark Smith,Punch to Head At Distance ,http://ufcstats.com/fight-details/91093a019d32af2e
UFC Fight Night: Song vs. Gutierrez ,Nasrat Haqparast  vs. Jamie Mullarkey ,W/L,Lightweight Bout,KO/TKO ,1,1:44,3 Rnd (5-5-5),Keith Peterson,Punches to Head At Distance ,http://ufcstats.com/fight-details/acc57a9c114b694a
UFC Fight Night: Song vs. Gutierrez ,Tim Elliott  vs.  Sumudaerji ,W/L,Bantamweight Bout,Submission ,1,4:02,3 Rnd (5-5-5),Herb Dean,Arm Triangle From Side Control ,http://ufcstats.com/fight-details/fbedeb4e4b019b94
UFC Fight Night: Song vs. Gutierrez ,JunYong Park  vs. Andre Muniz ,L/W,Middleweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Chris Flores 28 - 29.Tony Weeks 29 - 28.Jacob Montalvo 28 - 29.,http://ufcstats.com/fight-details/1afc4f372a125c74
UFC Fight Night: Song vs. Gutierrez ,Song Kenan  vs. Kevin Jousset ,L/W,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mark Smith,Sal D'amato 27 - 30.Chris Leben 27 - 30.Ron McCarthy 27 - 30.,http://ufcstats.com/fight-details/3adab28c5c6a9254
UFC Fight Night: Song vs. Gutierrez ,HyunSung Park  vs. Shannon Ross ,W/L,Flyweight Bout,KO/TKO ,2,3:59,3 Rnd (5-5-5),Keith Peterson,Punch to Body At Distance ,http://ufcstats.com/fight-details/35addc4646509286
UFC Fight Night: Song vs. Gutierrez ,Steve Garcia  vs. Melquizael Costa ,W/L,Lightweight Bout,KO/TKO ,2,1:01,3 Rnd (5-5-5),Chris Tognoni,Elbows to Head From Mount ,http://ufcstats.com/fight-details/5ac1725f775c6f00
UFC Fight Night: Song vs. Gutierrez ,Luana Santos  vs. Stephanie Egger ,W/L,Women's Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,Jacob Montalvo 27 - 30.Junichiro Kamijo 28 - 29.Tony Weeks 28 - 29.,http://ufcstats.com/fight-details/5a6e894e4b6cc703
UFC Fight Night: Song vs. Gutierrez ,Tatsuro Taira  vs. Carlos Hernandez ,W/L,Flyweight Bout,KO/TKO ,2,0:55,3 Rnd (5-5-5),Mark Smith,Punches to Head On Ground ,http://ufcstats.com/fight-details/84f6de7c99779e5f
UFC Fight Night: Song vs. Gutierrez ,Rayanne dos Santos  vs. Talita Alencar ,L/W,Women's Strawweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Keith Peterson,Adalaide Byrd 28 - 29.Sal D'amato 29 - 28.Ron McCarthy 28 - 29.,http://ufcstats.com/fight-details/acde7c89bd724af8
UFC Fight Night: Dariush vs. Tsarukyan ,Beneil Dariush  vs. Arman Tsarukyan ,L/W,Lightweight Bout,KO/TKO ,1,1:04,5 Rnd (5-5-5-5-5),Mark Smith,Punch to Head At Distance ,http://ufcstats.com/fight-details/9feb9500b0fedfcd
UFC Fight Night: Dariush vs. Tsarukyan ,Jalin Turner  vs. Bobby Green ,W/L,Lightweight Bout,KO/TKO ,1,2:49,3 Rnd (5-5-5),Kerry Hatley,Punches to Head On Ground ,http://ufcstats.com/fight-details/03eecf1926d9c77c
UFC Fight Night: Dariush vs. Tsarukyan ,Rob Font  vs. Deiveson Figueiredo ,L/W,Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jeff Rexroad,Patrick Patlan 27 - 30.Mike Beltran 27 - 30.Gino Garcia 27 - 30.,http://ufcstats.com/fight-details/246d06693b5ca1e8
UFC Fight Night: Dariush vs. Tsarukyan ,Sean Brady  vs. Kelvin Gastelum ,W/L,Welterweight Bout,Submission ,3,1:43,3 Rnd (5-5-5),Jacob Montalvo,Kimura From Side Control ,http://ufcstats.com/fight-details/39c4ae4624052f9f
UFC Fight Night: Dariush vs. Tsarukyan ,Clay Guida  vs. Joaquim Silva ,L/W,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mark Smith,Gino Garcia 28 - 29.Sal D'amato 28 - 29.Chris Lee 28 - 29.,http://ufcstats.com/fight-details/20bfa549cb2cabe7
UFC Fight Night: Dariush vs. Tsarukyan ,Punahele Soriano  vs. Dustin Stoltzfus ,L/W,Middleweight Bout,Submission ,2,4:10,3 Rnd (5-5-5),Kerry Hatley,Rear Naked Choke ,http://ufcstats.com/fight-details/02713b2d25f74d43
UFC Fight Night: Dariush vs. Tsarukyan ,Miesha Tate  vs. Julia Avila ,W/L,Women's Bantamweight Bout,Submission ,3,1:15,3 Rnd (5-5-5),Jacob Montalvo,Rear Naked Choke ,http://ufcstats.com/fight-details/626c82ed45fdcf59
UFC Fight Night: Dariush vs. Tsarukyan ,Zach Reese  vs. Cody Brundage ,L/W,Middleweight Bout,KO/TKO ,1,1:49,3 Rnd (5-5-5),Jeff Rexroad,Slam to On Ground ,http://ufcstats.com/fight-details/0320a6a967069571
UFC Fight Night: Dariush vs. Tsarukyan ,Drakkar Klose  vs. Joe Solecki ,W/L,Lightweight Bout,KO/TKO ,1,1:41,3 Rnd (5-5-5),Mark Smith,Slam to On Ground ,http://ufcstats.com/fight-details/d0602cdc04d2c159
UFC Fight Night: Dariush vs. Tsarukyan ,Rodolfo Bellato  vs. Ihor Potieria ,W/L,Light Heavyweight Bout,KO/TKO ,2,4:17,3 Rnd (5-5-5),Jacob Montalvo,Punches to Head From Mount ,http://ufcstats.com/fight-details/0dc2fc8d39e226a3
UFC Fight Night: Dariush vs. Tsarukyan ,Wellington Turman  vs. Jared Gooden ,L/W,Welterweight Bout,Submission ,2,1:11,3 Rnd (5-5-5),Jeff Rexroad,Rear Naked Choke ,http://ufcstats.com/fight-details/32813f5f46f045e8
UFC Fight Night: Dariush vs. Tsarukyan ,Veronica Hardy  vs. Jamey-Lyn Horth ,W/L,Women's Flyweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Mark Smith,Jacob Montalvo 29 - 28.Sal D'amato 28 - 29.Patrick Patlan 28 - 29.,http://ufcstats.com/fight-details/d0ac2cc5c57c4e66
UFC Fight Night: Allen vs. Craig ,Brendan Allen  vs. Paul Craig ,W/L,Middleweight Bout,Submission ,3,0:38,5 Rnd (5-5-5-5-5),Mark Smith,Rear Naked Choke ,http://ufcstats.com/fight-details/7990b6716a53b2cd
UFC Fight Night: Allen vs. Craig ,Michael Morales  vs. Jake Matthews ,W/L,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,Chris Flores 27 - 30.Derek Cleary 28 - 29.Sal D'amato 28 - 29.,http://ufcstats.com/fight-details/73ebbfb998edc1f1
UFC Fight Night: Allen vs. Craig ,Chase Hooper  vs. Jordan Leavitt ,W/L,Lightweight Bout,Submission ,1,2:58,3 Rnd (5-5-5),Mike Beltran,Rear Naked Choke ,http://ufcstats.com/fight-details/5be63144ac46f97e
UFC Fight Night: Allen vs. Craig ,Payton Talbott  vs. Nick Aguirre ,W/L,Bantamweight Bout,Submission ,3,0:58,3 Rnd (5-5-5),Mark Smith,Rear Naked Choke ,http://ufcstats.com/fight-details/2ae243f518948794
UFC Fight Night: Allen vs. Craig ,Luana Pinheiro  vs. Amanda Ribas ,L/W,Women's Strawweight Bout,KO/TKO ,3,3:53,3 Rnd (5-5-5),Chris Tognoni,Punches to Head At Distance ,http://ufcstats.com/fight-details/bd4d2522cb0d1a23
UFC Fight Night: Allen vs. Craig ,Uros Medic  vs. Myktybek Orolbai ,L/W,Welterweight Bout,Submission ,2,4:12,3 Rnd (5-5-5),Mike Beltran,Neck Crank From Back Control ,http://ufcstats.com/fight-details/b210b99d9c1c9196
UFC Fight Night: Allen vs. Craig ,Jonathan Pearce  vs. Joanderson Brito ,L/W,Featherweight Bout,Submission ,2,3:54,3 Rnd (5-5-5),Herb Dean,Guillotine Choke In Clinch ,http://ufcstats.com/fight-details/62b64802ea49e2fd
UFC Fight Night: Allen vs. Craig ,Chad Anheliger  vs. Jose Johnson ,L/W,Bantamweight Bout,Submission ,3,4:49,3 Rnd (5-5-5),Chris Tognoni,Rear Naked Choke ,http://ufcstats.com/fight-details/c1aef0f60a5b62e3
UFC Fight Night: Allen vs. Craig ,Christian Leroy Duncan  vs. Denis Tiuliulin ,W/L,Middleweight Bout,KO/TKO ,2,4:24,3 Rnd (5-5-5),Mike Beltran,Punches to Head In Clinch ,http://ufcstats.com/fight-details/16109688429c09de
UFC Fight Night: Allen vs. Craig ,Mick Parkin  vs. Caio Machado ,W/L,Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mark Smith,Adalaide Byrd 28 - 29.Derek Cleary 28 - 29.Chris Lee 28 - 29.,http://ufcstats.com/fight-details/36f10b949b935b8c
UFC Fight Night: Allen vs. Craig ,Jeka Saragih  vs. Lucas Alexander ,W/L,Featherweight Bout,KO/TKO ,1,1:31,3 Rnd (5-5-5),Herb Dean,Punch to Head At Distance ,http://ufcstats.com/fight-details/f0fe73e650b746f2
UFC Fight Night: Allen vs. Craig ,Lucie Pudilova  vs. Ailin Perez ,L/W,Women's Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Derek Cleary 27 - 29.Sal D'amato 28 - 29.Chris Flores 28 - 29.,http://ufcstats.com/fight-details/6997693d552600dd
UFC Fight Night: Allen vs. Craig ,Trey Ogden  vs. Nikolas Motta ,NC/NC,Lightweight Bout,Overturned ,3,3:11,3 Rnd (5-5-5),Mike Beltran,Arm Triangle win for Ogden overturned,http://ufcstats.com/fight-details/6e5a3d6b6ed84ac3
UFC Fight Night: Allen vs. Craig ,Charles Johnson  vs. Rafael Estevam ,L/W,Flyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Derek Cleary 28 - 29.Sal D'amato 28 - 29.Chris Flores 28 - 29.,http://ufcstats.com/fight-details/9abf0b60a44a82d1
UFC 295: Prochazka vs. Pereira ,Jiri Prochazka  vs. Alex Pereira ,L/W,UFC Light Heavyweight Title Bout,KO/TKO ,2,4:08,5 Rnd (5-5-5-5-5),Marc Goddard,Elbows to Head On Ground ,http://ufcstats.com/fight-details/b1f2ec122beda7a5
UFC 295: Prochazka vs. Pereira ,Sergei Pavlovich  vs. Tom Aspinall ,L/W,UFC Interim Heavyweight Title Bout,KO/TKO ,1,1:09,5 Rnd (5-5-5-5-5),Dan Miragliotta,Punch to Head At Distance ,http://ufcstats.com/fight-details/db49619221b282af
UFC 295: Prochazka vs. Pereira ,Jessica Andrade  vs. Mackenzie Dern ,W/L,Women's Strawweight Bout,KO/TKO ,2,3:15,3 Rnd (5-5-5),Keith Peterson,Punch to Head At Distance ,http://ufcstats.com/fight-details/6fd67582d8adb1c7
UFC 295: Prochazka vs. Pereira ,Matt Frevola  vs. Benoit Saint Denis ,L/W,Lightweight Bout,KO/TKO ,1,1:31,3 Rnd (5-5-5),Mike Beltran,Kick to Head At Distance ,http://ufcstats.com/fight-details/9fe98de1eac21f2e
UFC 295: Prochazka vs. Pereira ,Diego Lopes  vs. Pat Sabatini ,W/L,Featherweight Bout,KO/TKO ,1,1:30,3 Rnd (5-5-5),Keith Peterson,Punches to Head At Distance ,http://ufcstats.com/fight-details/128ab9aa4802c73f
UFC 295: Prochazka vs. Pereira ,Steve Erceg  vs. Alessandro Costa ,W/L,Flyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Marc Goddard,Sal D'amato 28 - 29.Chris Lee 28 - 29.Chris Bolinski 28 - 29.,http://ufcstats.com/fight-details/5704e73f91b9e7f7
UFC 295: Prochazka vs. Pereira ,Tabatha Ricci  vs. Loopy Godinez ,L/W,Women's Strawweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,Derek Cleary 28 - 29.Sal D'amato 28 - 29.Bryan Miner 30 - 27.,http://ufcstats.com/fight-details/a0362d60d2e1db0d
UFC 295: Prochazka vs. Pereira ,Mateusz Rebecki  vs. Roosevelt Roberts ,W/L,Lightweight Bout,Submission ,1,3:08,3 Rnd (5-5-5),Mike Beltran,Armbar From Bottom Guard ,http://ufcstats.com/fight-details/480c4dbd2e792d86
UFC 295: Prochazka vs. Pereira ,Nazim Sadykhov  vs. Viacheslav Borshchev ,D/D,Lightweight Bout,Decision - Majority ,3,5:00,3 Rnd (5-5-5),Keith Peterson,Bryan Miner 28 - 29.Derek Cleary 28 - 28.Chris Lee 28 - 28.,http://ufcstats.com/fight-details/83a0fff04494bfc4
UFC 295: Prochazka vs. Pereira ,Jared Gordon  vs. Mark Madsen ,W/L,Lightweight Bout,KO/TKO ,1,4:42,3 Rnd (5-5-5),Marc Goddard,Punch to Head In Clinch ,http://ufcstats.com/fight-details/4c025d1fff9e9fce
UFC 295: Prochazka vs. Pereira ,John Castaneda  vs. Kyung Ho Kang ,W/L,Catch Weight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,Derek Cleary 27 - 30.Eric Colon 27 - 30.Chris Lee 27 - 30.,http://ufcstats.com/fight-details/57333b7bff20ece0
UFC 295: Prochazka vs. Pereira ,Joshua Van  vs. Kevin Borjas ,W/L,Flyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mike Beltran,Dave Tirelli 28 - 29.Bryan Miner 28 - 29.Chris Bolinski 28 - 29.,http://ufcstats.com/fight-details/8a0fc4624578a7e4
UFC 295: Prochazka vs. Pereira ,Dennis Buzukja  vs. Jamall Emmers ,L/W,Featherweight Bout,KO/TKO ,1,0:49,3 Rnd (5-5-5),Keith Peterson,Punch to Head At Distance ,http://ufcstats.com/fight-details/1cf69de0eea46877
UFC Fight Night: Almeida vs. Lewis ,Jailton Almeida  vs. Derrick Lewis ,W/L,Heavyweight Bout,Decision - Unanimous ,5,5:00,5 Rnd (5-5-5-5-5),Marc Goddard,Fabio Alves 44 - 50.Sal D'amato 44 - 50.Dave Tirelli 45 - 50.,http://ufcstats.com/fight-details/ac37849f627a79c4
UFC Fight Night: Almeida vs. Lewis ,Gabriel Bonfim  vs. Nicolas Dalby ,L/W,Welterweight Bout,KO/TKO ,2,4:33,3 Rnd (5-5-5),Jason Herzog,Knees to Head In Clinch ,http://ufcstats.com/fight-details/3a81276a9641c6a1
UFC Fight Night: Almeida vs. Lewis ,Rodrigo Nascimento  vs. Don'Tale Mayes ,W/L,Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Osiris Maia,Hallison Pontes 27 - 30.Fabio Alves 28 - 29.Dave Tirelli 28 - 29.,http://ufcstats.com/fight-details/119bc264e2bb9877
UFC Fight Night: Almeida vs. Lewis ,Caio Borralho  vs. Abus Magomedov ,W/L,Middleweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Marc Goddard,Fabio Alves 27 - 30.Sal D'amato 28 - 29.Dave Tirelli 28 - 29.,http://ufcstats.com/fight-details/7d474fbf31894108
UFC Fight Night: Almeida vs. Lewis ,Elves Brener  vs. Kaynan Kruschewsky ,W/L,Catch Weight Bout,KO/TKO ,1,4:01,3 Rnd (5-5-5),Osiris Maia,Punch to Head At Distance ,http://ufcstats.com/fight-details/ff8f92cf8fb1b76c
UFC Fight Night: Almeida vs. Lewis ,Rinat Fakhretdinov  vs. Elizeu Zaleski dos Santos ,D/D,Welterweight Bout,Decision - Majority ,3,5:00,3 Rnd (5-5-5),Fernando Portella,Fabio Alves 28 - 29.Hallison Pontes 28 - 28.Sal D'amato 28 - 28.,http://ufcstats.com/fight-details/b5ea6535748edbce
UFC Fight Night: Almeida vs. Lewis ,Vitor Petrino  vs. Modestas Bukauskas ,W/L,Light Heavyweight Bout,KO/TKO ,2,1:03,3 Rnd (5-5-5),Marc Goddard,Punch to Head At Distance ,http://ufcstats.com/fight-details/6532b71560ae39e0
UFC Fight Night: Almeida vs. Lewis ,Angela Hill  vs. Denise Gomes ,W/L,Women's Strawweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Fernando Portella,Sal D'amato 27 - 30.Dave Tirelli 28 - 29.Alessandro Vieira 28 - 29.,http://ufcstats.com/fight-details/7df5998eca143c04
UFC Fight Night: Almeida vs. Lewis ,Eduarda Moura  vs. Montserrat Conejo Ruiz ,W/L,Women's Strawweight Bout,KO/TKO ,2,2:14,3 Rnd (5-5-5),Joao Claudio Soares,Punches to Head From Mount ,http://ufcstats.com/fight-details/9e2bb8d5961b44d4
UFC Fight Night: Almeida vs. Lewis ,Kaue Fernandes  vs. Marc Diakiese ,L/W,Lightweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Jason Herzog,Dave Tirelli 29 - 28.Fabio Alves 28 - 29.Hallison Pontes 27 - 30.,http://ufcstats.com/fight-details/3c69bed42893da75
UFC 294: Makhachev vs. Volkanovski 2 ,Islam Makhachev  vs. Alexander Volkanovski ,W/L,UFC Lightweight Title Bout,KO/TKO ,1,3:06,5 Rnd (5-5-5-5-5),Marc Goddard,Kick to Head At Distance ,http://ufcstats.com/fight-details/0ea435ddf02deb60
UFC 294: Makhachev vs. Volkanovski 2 ,Kamaru Usman  vs. Khamzat Chimaev ,L/W,Middleweight Bout,Decision - Majority ,3,5:00,3 Rnd (5-5-5),Jason Herzog,Derek Cleary 27 - 29.David Lethaby 28 - 28.Vito Paolillo 27 - 29.,http://ufcstats.com/fight-details/f23e9729b2b73c27
UFC 294: Makhachev vs. Volkanovski 2 ,Magomed Ankalaev  vs. Johnny Walker ,NC/NC,Light Heavyweight Bout,Could Not Continue ,1,3:13,3 Rnd (5-5-5),Daniel Movahedi,Knee to head of grounded opponent ,http://ufcstats.com/fight-details/821960adf5bfa15c
UFC 294: Makhachev vs. Volkanovski 2 ,Ikram Aliskerov  vs. Warlley Alves ,W/L,Middleweight Bout,KO/TKO ,1,2:07,3 Rnd (5-5-5),Lukasz Bosacki,Punches to Head At Distance ,http://ufcstats.com/fight-details/7024385b5107bd4b
UFC 294: Makhachev vs. Volkanovski 2 ,Said Nurmagomedov  vs. Muin Gafurov ,W/L,Bantamweight Bout,Submission ,1,1:13,3 Rnd (5-5-5),Marc Goddard,Guillotine Choke In Clinch ,http://ufcstats.com/fight-details/ed3334d108b257a6
UFC 294: Makhachev vs. Volkanovski 2 ,Tim Elliott  vs. Muhammad Mokaev ,L/W,Flyweight Bout,Submission ,3,3:03,3 Rnd (5-5-5),Jason Herzog,Arm Triangle From Mount ,http://ufcstats.com/fight-details/e9256316716499b8
