FIGHTER,WEIGHT,AGE,HEIGHT,REACH,STANCE,SLpM,Str. Acc %,TD Avg 15min,TD Acc %,Sub. Avg 15min,SApM,Str. Def %,TD Def. %
Brock Lesnar,265 lbs.,48.38630136986301,190.5,205.74,Orthodox,3.53,0.72,3.9,0.55,0.5,2.11,0.5,0.6
Frank Lester,170 lbs.,41.46849315068493,180.34,,Orthodox,2.18,0.36,0.0,0.0,0.0,3.82,0.53,0.0
Valerie Letourneau,115 lbs.,42.586301369863016,170.18,172.72,Orthodox,4.51,0.37,0.77,0.45,0.3,5.4,0.58,0.66
Leah Letson,145 lbs.,33.26575342465753,170.18,180.34,Southpaw,3.06,0.41,0.51,0.5,0.0,3.84,0.52,0.76
Justin Levens,185 lbs.,45.61643835616438,180.34,,Orthodox,1.24,0.47,1.69,0.5,5.1,3.15,0.37,0.33
Marcus LeVesseur,155 lbs.,43.36986301369863,175.26,177.8,Southpaw,2.55,0.64,3.89,0.36,0.6,3.7,0.37,0.83
David Levicki,275 lbs.,,195.58,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyle Levinton,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Natan Levy,155 lbs.,34.15890410958904,175.26,180.34,Southpaw,3.7,0.52,5.03,0.58,0.5,3.19,0.58,0.41
John Lewis,155 lbs.,,182.88,,Southpaw,0.0,0.0,0.0,0.0,0.0,4.0,0.66,0.0
Derrick Lewis,260 lbs.,40.8054794520548,190.5,200.66,Orthodox,2.51,0.5,0.56,0.26,0.0,2.49,0.4,0.52
Bevon Lewis,185 lbs.,34.56438356164384,190.5,200.66,Orthodox,3.73,0.43,0.0,0.0,0.0,2.67,0.54,0.66
Brandon Lewis,135 lbs.,28.315068493150687,162.56,177.8,Orthodox,2.17,0.29,1.0,0.15,0.0,3.63,0.53,0.2
Malik Lewis,155 lbs.,29.72876712328767,182.88,190.5,Orthodox,4.16,0.45,3.98,0.4,0.0,5.66,0.4,0.5
Chi Lewis-Parry,243 lbs.,42.3041095890411,205.74,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Li Jingliang,170 lbs.,37.69041095890411,182.88,180.34,Orthodox,4.46,0.42,1.19,0.41,0.0,3.95,0.56,0.6
Li Yunfeng,135 lbs.,26.71780821917808,172.72,172.72,Orthodox,0.53,0.29,0.0,0.0,0.0,2.55,0.35,0.5
Liang Na,125 lbs.,29.33150684931507,165.1,170.18,Orthodox,1.99,0.42,3.6,0.58,0.5,3.95,0.36,0.25
Jess Liaudin,170 lbs.,,175.26,182.88,Orthodox,2.46,0.51,3.28,0.53,1.6,2.76,0.41,0.3
Chuck Liddell,205 lbs.,55.95890410958904,187.96,193.04,Orthodox,2.97,0.35,0.44,0.75,0.0,2.71,0.56,0.81
Rodrigo Lidio,155 lbs.,36.391780821917806,180.34,185.42000000000002,Orthodox,0.97,0.5,0.0,0.0,0.0,0.0,1.0,0.5
Sam Liera,--,42.00821917808219,,,,0.82,0.6,0.0,0.0,0.0,7.36,0.51,0.66
Zach Light,170 lbs.,51.81643835616438,172.72,,Orthodox,0.81,0.33,1.36,1.0,0.0,1.9,0.48,0.0
Scott Lighty,205 lbs.,47.12602739726027,187.96,,,2.91,0.21,0.0,0.0,0.0,4.24,0.49,0.0
Chris Liguori,185 lbs.,,175.26,,Orthodox,0.29,0.33,0.0,0.0,0.0,1.44,0.0,0.5
Donnie Liles,170 lbs.,,175.26,,Orthodox,2.25,0.41,2.5,0.28,1.2,1.75,0.65,0.0
Jae Suk Lim,170 lbs.,46.057534246575344,175.26,,Orthodox,2.43,0.5,12.16,1.0,0.0,4.05,0.37,1.0
Hyun Gyu Lim,170 lbs.,40.865753424657534,190.5,195.58,Orthodox,4.45,0.41,0.23,1.0,0.2,5.07,0.51,0.73
Juliana Lima,115 lbs.,43.70958904109589,165.1,165.1,Orthodox,1.94,0.44,1.72,0.31,0.0,2.11,0.55,0.7
Dhiego Lima,170 lbs.,36.821917808219176,187.96,190.5,Orthodox,3.12,0.39,1.26,0.34,0.6,3.88,0.58,0.73
Douglas Lima,170 lbs.,37.895890410958906,185.42000000000002,,,1.92,0.36,0.6,1.0,0.0,2.84,0.6,0.46
Mabelly Lima,135 lbs.,31.835616438356166,157.48,,Orthodox,3.07,0.63,0.0,0.0,0.0,5.67,0.44,1.0
Andre Lima,125 lbs.,26.805479452054794,170.18,170.18,Orthodox,4.06,0.6,1.36,0.75,1.1,2.49,0.57,0.75
Felipe Lima,135 lbs.,27.553424657534247,167.64000000000001,172.72,Orthodox,2.86,0.45,2.18,0.27,0.7,2.91,0.64,0.85
Miguel Linares,--,,,,,6.51,0.5,0.0,0.0,0.0,8.84,0.36,0.0
Emiliano Linares,145 lbs.,28.5972602739726,172.72,182.88,Orthodox,1.17,0.28,0.0,0.0,0.0,3.59,0.26,0.33
Matt Lindland,185 lbs.,55.54520547945206,182.88,187.96,Southpaw,2.62,0.5,3.01,0.48,1.3,1.56,0.52,0.6
Jake Lindsey,155 lbs.,39.43835616438356,180.34,,Switch,3.44,0.52,0.65,0.33,0.0,4.01,0.46,0.5
John Lineker,135 lbs.,35.46027397260274,160.02,170.18,Orthodox,5.36,0.4,0.56,0.58,0.6,4.27,0.56,0.67
Austin Lingo,145 lbs.,31.38082191780822,177.8,177.8,Orthodox,3.86,0.37,0.43,0.66,0.0,4.86,0.57,0.75
Lucio Linhares,185 lbs.,51.98082191780822,187.96,,Orthodox,0.99,0.22,1.86,0.5,1.9,3.47,0.34,0.5
Philipe Lins,205 lbs.,40.28219178082192,187.96,198.12,Orthodox,3.8,0.49,1.65,0.33,0.0,3.59,0.46,1.0
Tainara Lisboa,135 lbs.,34.73972602739726,170.18,170.18,Orthodox,2.01,0.44,1.67,0.31,0.3,2.88,0.45,0.53
Dean Lister,185 lbs.,49.797260273972604,185.42000000000002,190.5,Orthodox,1.26,0.35,1.58,0.15,1.1,1.89,0.61,0.5
Wesley Little,205 lbs.,,193.04,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adam Livingston,155 lbs.,24.276712328767122,187.96,180.34,Orthodox,0.36,0.33,0.0,0.0,0.0,1.08,0.0,0.6
James Llontop,155 lbs.,26.315068493150687,182.88,185.42000000000002,Orthodox,5.57,0.41,0.0,0.0,0.0,4.12,0.57,0.54
Abner Lloveras,155 lbs.,43.23561643835617,180.34,,,6.27,0.49,2.0,0.2,0.0,6.87,0.43,0.0
Brian Lo-A-Njoe,155 lbs.,49.85753424657534,170.18,,Orthodox,3.87,0.42,0.0,0.0,0.0,0.0,0.0,0.66
John Lober,199 lbs.,57.76712328767123,180.34,,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Artem Lobov,145 lbs.,39.298630136986304,175.26,165.1,Southpaw,3.52,0.41,0.39,0.25,0.0,4.82,0.5,0.52
Dylan Lockard,145 lbs.,33.52328767123288,175.26,182.88,Orthodox,1.31,0.53,2.31,0.4,1.2,3.31,0.52,0.28
Ryan Loder,185 lbs.,34.47945205479452,187.96,193.04,Southpaw,5.76,0.71,1.57,0.14,1.6,2.51,0.5,1.0
Sean Loeffler,185 lbs.,43.52054794520548,190.5,,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christian Lohsen,155 lbs.,30.838356164383562,187.96,195.58,Southpaw,5.27,0.49,0.0,0.0,2.0,6.93,0.44,0.0
David Loiseau,185 lbs.,45.95342465753425,182.88,193.04,Orthodox,1.59,0.44,0.43,0.42,0.1,3.64,0.43,0.36
Hector Lombard,185 lbs.,47.824657534246576,175.26,180.34,Southpaw,3.02,0.46,1.69,0.48,0.5,3.35,0.53,0.77
Michael Lombardo,170 lbs.,35.652054794520545,182.88,182.88,Orthodox,1.47,0.62,2.5,0.21,0.0,2.63,0.31,0.6
Rocky Long,145 lbs.,47.78082191780822,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thomas Longacre,145 lbs.,,175.26,,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Loma Lookboonmee,115 lbs.,29.854794520547944,154.94,154.94,Orthodox,3.67,0.55,1.81,0.5,0.1,2.52,0.53,0.68
Ange Loosa,170 lbs.,32.69315068493151,177.8,187.96,Orthodox,5.46,0.46,2.53,0.39,0.2,6.59,0.52,0.83
Lucas Lopes,185 lbs.,46.153424657534245,187.96,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dileno Lopes,135 lbs.,41.172602739726024,165.1,,,2.37,0.36,2.5,0.31,1.5,3.33,0.53,1.0
Diego Lopes,145 lbs.,30.90684931506849,180.34,182.88,Orthodox,4.1,0.48,0.79,0.55,1.7,4.72,0.47,0.67
Bruno Lopes,205 lbs.,32.59178082191781,187.96,187.96,Orthodox,2.81,0.43,2.51,0.33,0.0,3.38,0.57,1.0
Arthur Lopes,234 lbs.,32.772602739726025,187.96,195.58,Southpaw,9.74,0.41,0.0,0.0,0.0,14.87,0.45,0.0
Ivan Lopez,135 lbs.,,167.64000000000001,,Southpaw,0.9,0.26,0.0,0.0,0.0,2.24,0.65,0.3
Steve Lopez,155 lbs.,41.33150684931507,180.34,,Orthodox,1.39,0.24,0.0,0.0,0.0,2.69,0.62,0.37
Federico Lopez,139 lbs.,41.9013698630137,162.56,,Orthodox,1.78,0.23,0.0,0.0,0.0,5.35,0.3,0.0
Jorge Lopez,170 lbs.,37.016438356164386,177.8,,Orthodox,2.47,0.59,3.5,0.41,0.0,2.57,0.5,0.81
Christopher Lopez,170 lbs.,39.827397260273976,177.8,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matthew Lopez,135 lbs.,38.85205479452055,170.18,175.26,Southpaw,3.13,0.5,3.32,0.6,1.3,3.73,0.55,0.71
Benito Lopez,135 lbs.,31.64109589041096,177.8,185.42000000000002,Switch,4.39,0.45,0.0,0.0,0.3,5.18,0.56,0.73
Gustavo Lopez,135 lbs.,36.41917808219178,165.1,170.18,Orthodox,2.48,0.4,1.74,0.41,0.7,3.87,0.57,0.31
Alik Lorenz,205 lbs.,28.832876712328765,187.96,195.58,Orthodox,2.0,0.33,0.0,0.0,0.0,32.0,0.11,0.0
Brendan Loughnane,145 lbs.,35.97808219178082,177.8,177.8,Switch,6.23,0.63,1.5,0.3,0.0,6.7,0.53,0.92
Nate Loughran,185 lbs.,45.33972602739726,187.96,,Orthodox,1.81,0.4,0.0,0.0,2.1,4.11,0.59,0.0
Caolan Loughran,135 lbs.,29.523287671232875,167.64000000000001,172.72,Orthodox,4.73,0.42,3.0,0.34,0.0,5.2,0.52,0.87
Rashard Lovelace,155 lbs.,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ian Loveland,145 lbs.,42.227397260273975,172.72,,Orthodox,2.71,0.4,1.0,0.37,0.3,2.36,0.64,0.69
Jakob Lovstad,205 lbs.,45.92328767123288,190.5,,Orthodox,0.0,0.0,0.0,0.0,0.0,9.43,0.35,0.0
Waylon Lowe,145 lbs.,45.07945205479452,170.18,,Southpaw,1.88,0.55,4.47,0.55,0.3,2.4,0.53,0.83
Brandon Lowe,155 lbs.,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe Lowry,155 lbs.,35.95890410958904,180.34,185.42000000000002,Orthodox,3.97,0.34,0.0,0.0,0.0,4.25,0.63,0.0
Lu Kai,145 lbs.,31.73972602739726,175.26,175.26,Orthodox,3.76,0.43,2.62,0.5,2.6,5.51,0.55,1.0
Lu Zhengyong,125 lbs.,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Robert Lucarelli,245 lbs.,,187.96,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Lucas,205 lbs.,51.92876712328767,185.42000000000002,,,1.27,0.48,1.0,0.1,0.0,3.93,0.4,0.0
Cleber Luciano,155 lbs.,,167.64000000000001,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stephanie Luciano,115 lbs.,25.942465753424656,167.64000000000001,165.1,Orthodox,5.2,0.42,1.3,0.71,0.3,3.04,0.64,0.8
Iasmin Lucindo,115 lbs.,23.876712328767123,160.02,167.64000000000001,Orthodox,3.22,0.45,2.28,0.55,0.1,2.8,0.62,0.68
Duane Ludwig,170 lbs.,47.323287671232876,177.8,177.8,Orthodox,4.62,0.44,0.43,0.25,0.1,3.05,0.57,0.59
Lawrence Lui,135 lbs.,29.30958904109589,170.18,182.88,Orthodox,3.9,0.43,4.13,0.35,0.0,3.03,0.63,1.0
Mike Lullo,145 lbs.,46.35342465753425,172.72,,Orthodox,2.48,0.36,1.18,0.11,0.6,4.84,0.4,0.0
Juan Andres Luna,125 lbs.,30.268493150684932,170.18,182.88,Orthodox,3.27,0.31,0.0,0.0,0.0,3.0,0.65,0.0
Paula Luna,125 lbs.,26.39178082191781,157.48,157.48,Orthodox,0.65,0.5,0.0,0.0,0.0,6.2,0.17,0.0
Santiago Luna,135 lbs.,21.2986301369863,175.26,187.96,Orthodox,5.36,0.37,0.0,0.0,0.0,4.29,0.5,1.0
Dalcha Lungiambula,185 lbs.,38.32876712328767,172.72,193.04,Orthodox,3.07,0.45,2.14,0.45,0.0,3.93,0.52,0.77
Alexandru Lungu,385 lbs.,51.24383561643835,182.88,,Orthodox,3.61,0.66,0.0,0.0,0.0,7.22,0.4,0.0
Vicente Luque,170 lbs.,34.0,180.34,190.5,Orthodox,4.83,0.51,0.9,0.48,0.7,5.3,0.51,0.6
Thaddeus Luster,210 lbs.,,190.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Travis Lutter,185 lbs.,52.556164383561644,180.34,190.5,Orthodox,0.41,0.32,1.95,0.24,0.7,2.42,0.42,0.3
Joilton Lutterbach,185 lbs.,33.057534246575344,185.42000000000002,190.5,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tucker Lutz,145 lbs.,31.375342465753423,172.72,182.88,Orthodox,3.74,0.46,1.99,0.44,0.2,3.25,0.44,0.69
Lv Zhenhong,145 lbs.,32.42191780821918,172.72,170.18,Switch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stevie Lynch,170 lbs.,,177.8,,Orthodox,2.47,0.25,0.0,0.0,0.0,7.06,0.41,0.0
Adam Lynn,155 lbs.,48.038356164383565,177.8,,Orthodox,1.47,0.63,0.0,0.0,0.0,6.95,0.1,0.5
Chris Lytle,170 lbs.,51.28767123287671,180.34,172.72,Orthodox,3.76,0.45,0.7,0.55,2.4,3.03,0.58,0.55
Dong Hyun Ma,155 lbs.,37.21643835616438,180.34,177.8,Orthodox,2.84,0.41,1.27,0.53,0.0,4.1,0.54,0.33
Pawan Maan,155 lbs.,39.64657534246575,170.18,177.8,Orthodox,0.89,0.44,0.0,0.0,0.0,2.98,0.43,0.0
William Macario,170 lbs.,34.40821917808219,180.34,190.5,Orthodox,4.92,0.54,1.85,0.45,0.0,3.96,0.65,0.78
Jason MacDonald,185 lbs.,50.49589041095891,190.5,203.2,Orthodox,1.55,0.52,1.43,0.16,2.0,2.7,0.46,0.35
Rob MacDonald,205 lbs.,47.23561643835617,190.5,198.12,Orthodox,1.8,0.5,7.19,0.8,5.4,2.04,0.46,0.8
Rory MacDonald,170 lbs.,36.35068493150685,182.88,193.04,Orthodox,3.75,0.42,1.77,0.47,0.4,2.8,0.62,0.88
Ryan MacDonald,135 lbs.,32.69315068493151,180.34,180.34,Switch,2.28,0.29,0.0,0.0,0.0,6.49,0.45,0.0
Clayton MacFarlane,170 lbs.,,,,,1.33,0.52,1.05,0.33,0.0,1.82,0.55,0.37
Ilima Macfarlane,125 lbs.,,162.56,,,4.13,0.43,0.0,0.0,1.0,2.93,0.65,0.5
Valesca Machado,115 lbs.,29.556164383561644,162.56,160.02,Orthodox,2.4,0.32,0.0,0.0,0.0,2.87,0.64,0.76
Caio Machado,250 lbs.,31.353424657534248,193.04,198.12,Southpaw,5.82,0.53,0.0,0.0,0.0,2.87,0.63,0.82
Ian Machado Garry,170 lbs.,28.02191780821918,190.5,187.96,Orthodox,4.77,0.54,1.02,0.33,0.4,2.77,0.51,0.73
Lyoto Machida,185 lbs.,47.50410958904109,185.42000000000002,187.96,Southpaw,2.59,0.53,1.21,0.65,0.4,1.57,0.61,0.75
War Machine,170 lbs.,43.9972602739726,180.34,,Orthodox,2.32,0.6,1.16,0.5,0.0,3.17,0.43,0.4
Anthony Macias,185 lbs.,56.81095890410959,175.26,,Switch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pauline Macias,115 lbs.,37.41917808219178,162.56,162.56,Southpaw,0.8,0.29,2.0,0.18,0.0,4.6,0.42,0.0
Reza Madadi,155 lbs.,47.446575342465756,180.34,185.42000000000002,Orthodox,2.51,0.46,3.17,0.33,0.5,3.31,0.66,0.89
Don Madge,155 lbs.,35.04109589041096,182.88,182.88,Southpaw,2.08,0.52,2.22,0.25,0.7,0.74,0.67,0.8
Ryan Madigan,170 lbs.,,182.88,,Orthodox,0.0,0.0,0.0,0.0,0.0,3.35,0.47,0.0
Victor Madrigal,135 lbs.,35.28219178082192,170.18,180.34,Orthodox,2.31,0.38,0.0,0.0,0.0,9.56,0.5,0.0
Jon Madsen,240 lbs.,45.797260273972604,182.88,182.88,Orthodox,2.46,0.41,1.32,0.71,0.0,1.18,0.81,0.7
Mark Madsen,155 lbs.,41.18082191780822,172.72,182.88,Orthodox,3.56,0.49,2.86,0.66,0.0,3.97,0.52,0.62
Yoshiro Maeda,139 lbs.,44.07945205479452,170.18,172.72,Southpaw,2.36,0.33,2.93,0.51,0.7,2.55,0.63,0.5
Leonardo Mafra,155 lbs.,36.59178082191781,177.8,177.8,Orthodox,4.55,0.48,2.12,0.83,0.4,4.38,0.43,0.69
Vinny Magalhaes,205 lbs.,41.40821917808219,190.5,190.5,Orthodox,2.14,0.24,1.55,0.44,0.8,3.97,0.68,0.66
Vinicius Magalhaes,145 lbs.,54.342465753424655,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Caio Magalhaes,185 lbs.,37.95616438356164,185.42000000000002,185.42000000000002,Orthodox,2.27,0.4,1.05,0.15,1.6,2.78,0.56,0.58
Bernardo Magalhaes,155 lbs.,44.64383561643836,175.26,,Orthodox,1.8,0.27,0.0,0.0,0.5,3.37,0.68,0.0
Eric Magana,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandon Magana,170 lbs.,,,,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angela Magana,115 lbs.,42.326027397260276,154.94,165.1,Orthodox,1.53,0.28,0.4,0.25,0.4,4.92,0.42,0.28
Neil Magny,170 lbs.,38.320547945205476,190.5,203.2,Orthodox,3.41,0.46,2.18,0.39,0.3,2.44,0.51,0.55
Raimond Magomedaliev,170 lbs.,35.465753424657535,185.42000000000002,190.5,Orthodox,4.07,0.41,0.0,0.0,0.0,4.75,0.41,0.0
Ibragim Magomedov,250 lbs.,50.48219178082192,182.88,,Orthodox,0.26,0.04,0.0,0.0,0.0,3.86,0.42,0.0
Rashid Magomedov,155 lbs.,40.9972602739726,175.26,177.8,Orthodox,4.4,0.49,0.67,0.57,0.2,3.05,0.54,0.89
Ruslan Magomedov,242 lbs.,39.00547945205479,190.5,198.12,Orthodox,4.02,0.47,0.33,1.0,0.0,1.47,0.66,0.88
Abus Magomedov,185 lbs.,35.23561643835617,187.96,198.12,Orthodox,3.07,0.49,2.61,0.59,0.4,3.43,0.55,1.0
Shara Magomedov,185 lbs.,31.53150684931507,187.96,185.42000000000002,Orthodox,5.93,0.62,0.0,0.0,0.0,3.85,0.43,0.71
Murtazali Magomedov,145 lbs.,26.24931506849315,175.26,177.8,Orthodox,5.57,0.4,0.0,0.0,0.0,1.86,0.84,0.0
Zabit Magomedsharipov,145 lbs.,34.74246575342466,185.42000000000002,185.42000000000002,Orthodox,4.89,0.48,5.22,0.56,0.8,3.0,0.64,0.77
John Maguire,155 lbs.,42.53150684931507,175.26,175.26,Southpaw,1.41,0.41,2.8,0.46,1.1,2.44,0.65,0.77
Lolohea Mahe,--,,,,,1.71,0.29,2.44,0.4,0.0,6.92,0.4,0.0
Michelle Maher,145 lbs.,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maheshate,155 lbs.,25.983561643835618,182.88,180.34,Orthodox,3.96,0.31,0.0,0.0,0.0,5.96,0.51,0.47
Bill Mahood,200 lbs.,58.83561643835616,190.5,,Orthodox,1.54,0.85,0.0,0.0,3.9,3.59,0.17,0.0
Klayton Mai,125 lbs.,38.99452054794521,175.26,,,1.53,0.42,3.83,1.0,7.7,1.02,0.63,0.0
Demian Maia,170 lbs.,48.06575342465754,185.42000000000002,182.88,Southpaw,1.8,0.43,2.49,0.24,1.0,2.07,0.63,0.61
Jennifer Maia,125 lbs.,37.14246575342466,162.56,162.56,Orthodox,4.35,0.38,0.42,0.27,0.1,4.52,0.55,0.58
Nayara Maia,125 lbs.,35.342465753424655,165.1,167.64000000000001,Orthodox,0.6,0.36,1.0,0.33,1.0,3.33,0.43,0.0
Roshan Mainam,135 lbs.,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Levan Makashvili,145 lbs.,36.88767123287671,172.72,172.72,Orthodox,2.87,0.54,3.67,0.42,0.0,2.07,0.61,0.85
John Makdessi,155 lbs.,40.57260273972603,172.72,172.72,Orthodox,5.52,0.49,0.0,0.0,0.0,4.15,0.68,0.86
Islam Makhachev,170 lbs.,34.084931506849315,177.8,177.8,Southpaw,2.63,0.58,3.2,0.53,1.1,1.55,0.61,0.9
Aliev Makhmud,195 lbs.,55.8,167.64000000000001,,Southpaw,1.12,0.3,2.1,0.5,0.0,2.24,0.36,0.0
Zach Makovsky,125 lbs.,42.61369863013699,162.56,162.56,Southpaw,1.94,0.43,3.71,0.3,0.3,2.24,0.62,0.56
Azat Maksum,125 lbs.,30.813698630136987,170.18,177.8,Southpaw,2.75,0.27,3.5,0.31,0.2,4.25,0.52,0.85
Jeremy Malaterre,155 lbs.,38.73424657534247,180.34,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fabio Maldonado,205 lbs.,45.704109589041096,185.42000000000002,190.5,Orthodox,5.29,0.58,0.44,0.57,0.6,4.31,0.53,0.61
Marvin Maldonado,135 lbs.,,167.64000000000001,,,0.87,0.56,0.0,0.0,0.0,3.47,0.43,0.2
Bea Malecki,135 lbs.,34.26301369863014,175.26,187.96,Orthodox,6.84,0.46,0.0,0.0,1.1,6.96,0.62,0.78
Nazareno Malegarie,155 lbs.,39.536986301369865,172.72,,,3.87,0.34,1.0,0.33,0.0,3.27,0.69,0.0
Carl Malenko,200 lbs.,55.85205479452055,180.34,,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jacob Malkoun,185 lbs.,30.252054794520546,175.26,185.42000000000002,Orthodox,3.86,0.56,6.62,0.42,0.4,2.48,0.52,0.2
Mike Malott,170 lbs.,34.054794520547944,185.42000000000002,185.42000000000002,Orthodox,3.93,0.48,1.88,0.5,0.8,3.06,0.56,0.14
Regina Malpica Rivera,135 lbs.,21.095890410958905,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dan Manasoiu,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Troy Mandaloniz,170 lbs.,45.827397260273976,175.26,,Orthodox,3.52,0.56,3.1,0.66,0.0,4.71,0.63,0.57
Nate Maness,125 lbs.,34.41917808219178,177.8,182.88,Orthodox,3.14,0.5,0.68,0.75,0.7,3.88,0.42,0.8
Michael Mangan,155 lbs.,,,,,1.94,0.33,19.35,0.5,0.0,4.52,0.46,1.0
Gary Mangat,135 lbs.,,170.18,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
George Mangos,145 lbs.,22.265753424657536,177.8,177.8,Switch,0.93,0.51,0.0,0.0,2.0,0.27,0.77,0.0
Melvin Manhoef,185 lbs.,49.556164383561644,175.26,,Orthodox,3.52,0.48,0.33,0.25,0.0,2.64,0.51,0.78
Melchor Manibusan,154 lbs.,48.92602739726028,165.1,,Southpaw,1.58,0.54,0.0,0.0,0.0,5.79,0.15,0.0
Jon Manley,170 lbs.,39.394520547945206,185.42000000000002,,Orthodox,1.13,0.2,1.0,0.07,0.0,4.33,0.45,0.2
Steve Mann,170 lbs.,,185.42000000000002,,,3.18,0.7,1.64,1.0,0.0,0.66,0.57,0.6
Marnic Mann,115 lbs.,32.728767123287675,152.4,162.56,Southpaw,1.47,0.41,1.9,0.33,0.4,5.08,0.31,0.25
Dylan Mantello,155 lbs.,33.01917808219178,185.42000000000002,185.42000000000002,Orthodox,4.69,0.62,0.0,0.0,0.0,4.76,0.55,0.76
Chris Manuel,135 lbs.,38.35616438356164,175.26,,Orthodox,2.53,0.4,1.0,0.2,0.0,2.67,0.66,1.0
Jimi Manuwa,205 lbs.,45.78082191780822,185.42000000000002,200.66,Orthodox,3.43,0.54,0.53,0.18,0.4,3.97,0.49,0.7
Dom Mar Fan,155 lbs.,25.684931506849313,180.34,190.5,Orthodox,2.27,0.54,2.5,0.62,0.5,1.47,0.34,0.2
Cristiano Marcello,155 lbs.,47.99178082191781,175.26,182.88,Orthodox,2.56,0.33,0.44,0.11,0.9,3.61,0.58,0.2
Daniel Marcos,135 lbs.,32.723287671232875,170.18,175.26,Orthodox,5.11,0.53,0.99,0.46,0.0,3.88,0.61,0.84
Jose Maria,125 lbs.,43.9013698630137,165.1,,Orthodox,3.2,0.53,2.32,0.27,2.3,3.98,0.52,0.33
Marcos Mariano,155 lbs.,39.12876712328767,185.42000000000002,193.04,Switch,0.25,0.27,0.0,0.0,0.0,2.11,0.43,0.28
Enrique Marin,170 lbs.,39.23835616438356,177.8,,,1.43,0.33,2.5,0.38,1.0,3.0,0.5,0.6
Chepe Mariscal,145 lbs.,33.082191780821915,170.18,175.26,Orthodox,4.95,0.56,2.85,0.39,0.2,3.07,0.51,0.73
Ronny Markes,185 lbs.,37.602739726027394,185.42000000000002,190.5,Orthodox,2.17,0.53,3.13,0.4,0.5,2.43,0.45,1.0
Rory Markham,170 lbs.,43.68219178082192,182.88,180.34,Orthodox,1.98,0.21,0.0,0.0,0.0,10.27,0.45,0.0
Randa Markos,115 lbs.,40.3013698630137,162.56,160.02,Orthodox,2.97,0.43,1.12,0.28,0.2,3.1,0.58,0.52
Christina Marks,125 lbs.,40.054794520547944,170.18,175.26,Orthodox,5.0,0.58,7.5,1.0,0.0,3.0,0.64,0.0
Brendon Marotte,145 lbs.,29.87123287671233,175.26,177.8,Orthodox,0.41,0.5,0.0,0.0,0.0,5.7,0.28,0.0
Nate Marquardt,185 lbs.,46.61369863013699,182.88,187.96,Orthodox,2.71,0.49,1.87,0.51,0.8,2.32,0.55,0.7
Danilo Marques,205 lbs.,39.92328767123288,198.12,195.58,Orthodox,1.44,0.79,3.93,0.28,0.8,2.52,0.52,0.0
Julian Marquez,185 lbs.,35.556164383561644,187.96,182.88,Orthodox,5.06,0.45,0.0,0.0,2.6,5.35,0.5,0.54
Carmelo Marrero,205 lbs.,44.84109589041096,182.88,185.42000000000002,Orthodox,0.84,0.34,3.21,0.36,0.9,2.04,0.54,0.36
Cesar Marscucci,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
John Marsh,265 lbs.,55.21369863013699,182.88,,Orthodox,0.83,0.42,0.43,1.0,0.4,2.23,0.4,0.54
CJ Marsh,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eliot Marshall,205 lbs.,45.397260273972606,187.96,195.58,Orthodox,1.93,0.27,0.47,0.33,0.9,2.39,0.67,0.79
