FIGHTER,WEIGHT,AGE,HEIGHT,REACH,STANCE,SLpM,Str. Acc %,TD Avg 15min,TD Acc %,Sub. Avg 15min,SApM,Str. Def %,TD Def. %
Scott Askham,185 lbs.,37.52328767123288,190.5,190.5,Southpaw,3.03,0.46,0.44,0.18,0.7,3.52,0.52,0.65
Ben Askren,170 lbs.,41.364383561643834,180.34,185.42000000000002,Orthodox,3.64,0.49,4.33,0.55,0.9,5.66,0.36,0.0
Ibo Aslan,205 lbs.,29.59178082191781,190.5,195.58,Orthodox,5.09,0.47,0.0,0.0,0.0,3.47,0.59,0.86
Tom Aspinall,255 lbs.,32.62739726027397,195.58,198.12,Orthodox,7.63,0.67,2.62,0.8,1.3,3.62,0.56,1.0
Steven Asplund,261 lbs.,27.361643835616437,195.58,198.12,Orthodox,41.25,0.64,0.0,0.0,0.0,7.5,0.71,0.0
Bruno Assis,185 lbs.,33.512328767123286,187.96,,Orthodox,1.27,0.43,2.0,0.5,1.0,3.2,0.36,0.66
Junior Assuncao,145 lbs.,44.43287671232877,175.26,182.88,Orthodox,3.31,0.62,2.43,0.24,0.7,2.06,0.44,0.66
Raphael Assuncao,135 lbs.,43.364383561643834,165.1,167.64000000000001,Orthodox,3.22,0.42,1.65,0.39,0.2,2.5,0.66,0.78
Michael Aswell Jr.,145 lbs.,25.15890410958904,172.72,175.26,Orthodox,9.56,0.45,0.0,0.0,0.0,7.79,0.54,0.57
Bazigit Atajev,230 lbs.,46.72054794520548,185.42000000000002,,Orthodox,0.87,0.41,1.0,0.33,0.0,3.14,0.49,0.0
Rich Attonito,170 lbs.,48.45753424657534,177.8,182.88,Orthodox,2.28,0.47,0.74,0.37,0.0,2.13,0.59,0.75
Olivier Aubin-Mercier,155 lbs.,36.75890410958904,175.26,177.8,Southpaw,2.48,0.51,2.36,0.33,0.5,2.97,0.55,0.7
Pat Audinwood,155 lbs.,39.61917808219178,182.88,,Orthodox,1.17,0.12,0.8,0.5,0.0,4.31,0.41,0.0
Jose Augusto,251 lbs.,33.66575342465753,190.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marcus Aurelio,155 lbs.,52.28767123287671,177.8,187.96,Orthodox,1.42,0.33,1.69,0.27,1.3,2.27,0.59,0.27
David Avellan,185 lbs.,44.397260273972606,175.26,,Orthodox,3.33,0.25,0.0,0.0,0.0,10.0,0.57,0.0
Blas Avena,170 lbs.,42.416438356164385,182.88,187.96,Orthodox,2.34,0.47,2.37,0.8,1.8,3.36,0.43,0.5
Levi Avera,170 lbs.,43.536986301369865,185.42000000000002,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anthony Avila,145 lbs.,36.912328767123284,170.18,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Avila,145 lbs.,32.86027397260274,177.8,,Orthodox,2.37,0.3,0.0,0.0,0.0,4.17,0.48,0.46
Julia Avila,135 lbs.,37.54794520547945,170.18,172.72,Orthodox,2.81,0.42,0.63,0.37,0.2,3.28,0.55,0.52
Saad Awad,155 lbs.,42.47945205479452,180.34,,,2.13,0.26,0.5,0.16,0.5,1.87,0.6,1.0
Javy Ayala,265 lbs.,37.271232876712325,185.42000000000002,,,0.83,0.25,0.0,0.0,0.0,5.0,0.33,0.0
Jessin Ayari,155 lbs.,33.49041095890411,182.88,185.42000000000002,Orthodox,3.53,0.37,0.0,0.0,0.3,3.59,0.58,0.5
Abu Azaitar,185 lbs.,39.72054794520548,175.26,193.04,Orthodox,4.38,0.43,1.0,0.37,0.0,4.32,0.51,0.42
Ottman Azaitar,155 lbs.,35.76712328767123,172.72,180.34,Switch,4.43,0.44,0.0,0.0,0.0,4.11,0.52,1.0
Luiz Azeredo,154 lbs.,49.47397260273973,175.26,,Orthodox,2.16,0.39,1.07,0.5,0.3,2.76,0.57,0.45
Luciano Azevedo,161 lbs.,44.43013698630137,190.5,,Orthodox,0.76,0.45,2.28,0.11,0.0,1.97,0.27,0.0
Hunter Azure,145 lbs.,33.73698630136986,172.72,175.26,Orthodox,3.92,0.53,1.97,0.34,1.3,2.08,0.58,0.67
Niklas Backstrom,145 lbs.,36.26575342465753,185.42000000000002,,Orthodox,1.12,0.41,2.92,0.8,2.2,3.65,0.4,0.72
Seth Baczynski,170 lbs.,44.09315068493151,190.5,190.5,Orthodox,3.08,0.31,0.89,0.16,0.8,3.14,0.51,0.48
Abdul Azeem Badakhshi,145 lbs.,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Bader,205 lbs.,42.47945205479452,187.96,187.96,Orthodox,2.82,0.43,3.37,0.44,0.4,1.39,0.71,0.8
Izabela Badurek,115 lbs.,34.38082191780822,165.1,,Orthodox,3.74,0.71,1.75,0.12,0.0,4.9,0.32,1.0
Miguel Baeza,170 lbs.,33.26027397260274,187.96,187.96,Orthodox,4.09,0.49,0.36,0.22,2.0,5.92,0.46,0.54
Ali Bagautinov,125 lbs.,40.46849315068493,162.56,165.1,Orthodox,2.85,0.42,2.51,0.36,0.3,3.09,0.52,0.65
Mehdi Baghdad,155 lbs.,40.62739726027397,185.42000000000002,,Orthodox,3.13,0.3,0.0,0.0,0.0,4.56,0.46,0.33
Melsik Baghdasaryan,145 lbs.,33.83013698630137,175.26,177.8,Southpaw,5.04,0.59,0.0,0.0,0.0,3.14,0.56,0.72
Siyar Bahadurzada,170 lbs.,41.61643835616438,180.34,185.42000000000002,Orthodox,2.91,0.4,1.32,0.61,0.3,3.23,0.49,0.62
Ignacio Bahamondes,155 lbs.,28.246575342465754,190.5,190.5,Orthodox,6.55,0.45,0.0,0.0,0.4,4.33,0.56,0.75
Bahatebole Batebolati,170 lbs.,28.202739726027396,172.72,180.34,Southpaw,4.02,0.45,1.34,0.66,0.0,4.83,0.61,1.0
Shamar Bailey,155 lbs.,43.18630136986302,175.26,190.5,Southpaw,1.56,0.2,1.5,0.33,0.0,3.91,0.69,0.37
Jordan Bailey,145 lbs.,,175.26,,,1.74,0.4,4.35,1.0,4.3,0.29,0.0,0.0
Scott Baker,210 lbs.,,182.88,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bryan Baker,185 lbs.,40.12602739726027,190.5,,Orthodox,1.78,0.52,0.44,0.5,0.9,2.83,0.45,0.37
Jin Bala,155 lbs.,,175.26,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Balajin,145 lbs.,33.657534246575345,175.26,182.88,Orthodox,1.4,0.33,2.0,0.2,0.0,2.73,0.5,0.66
Oluwale Bamgbose,185 lbs.,38.31780821917808,180.34,198.12,Switch,2.45,0.48,0.94,0.33,0.0,2.7,0.55,0.37
Stephen Banaszak,145 lbs.,34.97260273972603,182.88,,,4.2,0.47,0.0,0.0,1.9,1.15,0.66,1.0
Marcin Bandel,155 lbs.,36.131506849315066,177.8,,Orthodox,0.79,0.5,0.0,0.0,0.0,5.26,0.23,0.0
Humberto Bandenay,145 lbs.,31.22739726027397,180.34,180.34,Southpaw,2.22,0.41,2.9,0.46,0.5,4.79,0.41,0.62
Tae Hyun Bang,155 lbs.,42.62465753424657,175.26,180.34,Switch,2.72,0.38,0.49,0.33,0.5,2.07,0.66,0.57
Yohan Banks,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shauna Bannon,115 lbs.,32.09315068493151,165.1,165.1,Switch,4.32,0.43,0.0,0.0,0.7,3.75,0.45,0.4
Antonio Banuelos,135 lbs.,46.18630136986302,165.1,160.02,Orthodox,2.69,0.33,1.62,0.62,0.4,3.15,0.58,0.86
Iwo Baraniewski,205 lbs.,27.013698630136986,182.88,185.42000000000002,Orthodox,12.0,0.66,0.0,0.0,0.0,6.0,0.33,0.0
Renan Barao,145 lbs.,38.824657534246576,167.64000000000001,177.8,Orthodox,3.78,0.36,1.49,0.41,0.5,3.9,0.57,0.91
Junior Barata,170 lbs.,43.843835616438355,177.8,,Orthodox,4.03,0.33,0.0,0.0,0.0,8.46,0.34,0.0
Maycee Barber,125 lbs.,27.523287671232875,165.1,165.1,Switch,4.7,0.53,1.44,0.43,0.1,2.9,0.54,0.53
Bryan Barberena,185 lbs.,36.56986301369863,182.88,182.88,Southpaw,5.35,0.48,0.13,0.22,0.3,4.59,0.44,0.5
Djani Barbir,185 lbs.,28.295890410958904,190.5,200.66,Orthodox,3.64,0.4,0.0,0.0,0.0,4.55,0.66,0.0
Dione Barbosa,125 lbs.,33.553424657534244,167.64000000000001,167.64000000000001,Orthodox,2.27,0.45,2.23,0.42,1.9,2.45,0.66,0.5
Marcio Barbosa,145 lbs.,27.512328767123286,167.64000000000001,177.8,Orthodox,8.27,0.47,0.0,0.0,0.0,7.56,0.5,1.0
Edson Barboza,155 lbs.,39.85205479452055,180.34,190.5,Orthodox,4.14,0.44,0.43,0.5,0.1,4.6,0.55,0.73
Raoni Barcelos,135 lbs.,38.57808219178082,170.18,170.18,Orthodox,4.87,0.52,2.33,0.33,0.6,4.4,0.6,0.85
Daniel Barez,125 lbs.,36.964383561643835,167.64000000000001,167.64000000000001,Orthodox,3.65,0.49,1.93,0.28,0.6,5.95,0.5,0.8
Danny Barlow,185 lbs.,30.317808219178083,187.96,200.66,Southpaw,5.81,0.51,0.0,0.0,0.0,4.65,0.52,1.0
Luke Barnatt,185 lbs.,37.62465753424657,198.12,195.58,Orthodox,4.43,0.36,0.63,0.42,0.4,3.87,0.59,0.63
James Barnes,135 lbs.,43.50684931506849,172.72,180.34,Orthodox,0.57,0.34,1.08,0.16,0.0,3.02,0.39,0.4
Nick Barnes,170 lbs.,,180.34,,,2.86,0.29,5.36,1.0,5.4,8.93,0.51,1.0
Shonte Barnes,185 lbs.,38.8,180.34,193.04,Southpaw,2.32,0.38,0.0,0.0,0.0,1.55,0.67,0.6
Josh Barnett,250 lbs.,48.054794520547944,190.5,198.12,Orthodox,3.2,0.5,1.26,0.55,1.4,2.11,0.57,0.55
Chris Barnett,261 lbs.,39.45753424657534,175.26,190.5,Orthodox,3.36,0.47,0.0,0.0,0.0,6.55,0.36,0.35
Chris Barnhizer,--,38.09315068493151,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Baron,155 lbs.,52.79178082191781,167.64000000000001,,Switch,1.17,0.3,0.0,0.0,0.7,2.1,0.56,0.14
Phil Baroni,170 lbs.,49.62465753424657,175.26,182.88,Orthodox,2.77,0.45,1.46,0.47,0.5,3.93,0.4,0.6
Dan Barrera,170 lbs.,44.93424657534246,175.26,,Orthodox,0.8,0.7,1.0,0.08,0.0,1.2,0.28,0.0
Carlos Barreto,230 lbs.,57.364383561643834,193.04,,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jose Barreto,185 lbs.,,,,Southpaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Peter Barrett,145 lbs.,39.3013698630137,177.8,185.42000000000002,Southpaw,4.18,0.61,1.39,0.22,0.0,4.32,0.42,0.66
Marc-Andre Barriault,185 lbs.,35.772602739726025,185.42000000000002,187.96,Orthodox,5.7,0.47,0.37,0.28,0.1,5.63,0.5,0.68
David Barrios,145 lbs.,,167.64000000000001,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alexandre Barros,170 lbs.,49.03013698630137,175.26,,Southpaw,0.98,0.4,1.84,0.5,0.0,4.05,0.36,1.0
Ricardo Barros,205 lbs.,49.69315068493151,185.42000000000002,,,0.0,0.0,0.0,0.0,0.0,8.22,0.31,1.0
Francimar Barroso,205 lbs.,45.75342465753425,185.42000000000002,190.5,Orthodox,2.77,0.52,2.22,0.24,0.0,3.07,0.59,0.83
Pat Barry,235 lbs.,46.4,180.34,187.96,Orthodox,2.72,0.52,0.0,0.0,0.2,3.54,0.59,0.76
Dean Barry,170 lbs.,33.4,177.8,182.88,Orthodox,9.31,0.4,0.0,0.0,0.0,4.66,0.51,1.0
Enrique Barzola,145 lbs.,36.583561643835615,170.18,177.8,Orthodox,3.91,0.41,4.2,0.45,0.3,2.97,0.68,0.66
Javid Basharat,135 lbs.,30.21917808219178,175.26,175.26,Orthodox,5.41,0.53,1.62,0.4,0.2,2.96,0.61,0.83
Farid Basharat,135 lbs.,28.315068493150687,172.72,180.34,Orthodox,4.05,0.52,3.6,0.47,0.4,2.47,0.6,0.72
Austin Bashi,145 lbs.,24.153424657534245,167.64000000000001,177.8,Orthodox,1.75,0.47,7.81,0.41,1.7,2.34,0.48,0.62
Stephen Bass,145 lbs.,43.04109589041096,175.26,,Orthodox,4.87,0.52,0.0,0.0,0.0,5.87,0.55,0.0
Sean Bassett,155 lbs.,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Bastianelli,135 lbs.,46.23013698630137,165.1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shayna Baszler,135 lbs.,45.30958904109589,170.18,,Orthodox,2.49,0.3,0.67,0.18,1.3,6.36,0.51,0.44
Namsrai Batbayar,125 lbs.,24.904109589041095,162.56,172.72,Orthodox,3.5,0.39,2.15,0.25,1.1,3.58,0.45,0.0
Michel Batista,260 lbs.,41.608219178082194,190.5,,Orthodox,0.0,0.0,6.72,0.5,0.0,4.03,0.4,0.0
Bryan Battle,185 lbs.,31.18082191780822,185.42000000000002,195.58,Orthodox,5.12,0.52,0.77,0.17,0.4,4.11,0.44,0.53
Alan Baudot,243 lbs.,37.821917808219176,190.5,200.66,Orthodox,5.36,0.58,0.0,0.0,0.0,4.82,0.46,0.62
Mario Bautista,135 lbs.,32.40547945205479,175.26,175.26,Switch,5.58,0.48,1.48,0.32,0.8,4.19,0.55,0.54
Chris Beal,125 lbs.,40.31232876712329,170.18,175.26,Orthodox,3.45,0.35,1.6,0.58,0.2,3.18,0.61,0.78
Donovan Beard,185 lbs.,36.06027397260274,187.96,198.12,Orthodox,0.0,0.0,0.0,0.0,0.0,5.77,0.28,0.0
Rudy Bears,170 lbs.,46.863013698630134,180.34,,Southpaw,1.27,0.29,0.0,0.0,0.0,2.53,0.5,0.0
Salvador Becerra,155 lbs.,,175.26,,,4.57,0.31,0.0,0.0,0.0,3.83,0.58,0.66
Ariel Beck,125 lbs.,35.1972602739726,167.64000000000001,167.64000000000001,Southpaw,4.44,0.34,0.0,0.0,0.0,4.31,0.64,0.0
Jack Becker,155 lbs.,32.93424657534246,177.8,180.34,Orthodox,1.01,0.39,1.68,0.5,0.0,5.82,0.26,0.0
Jeff Bedard,145 lbs.,55.81917808219178,167.64000000000001,,Orthodox,0.8,0.51,3.43,0.66,2.6,0.0,1.0,1.0
Eric Bedard,239 lbs.,41.21369863013699,187.96,,,6.37,0.35,0.0,0.0,0.0,8.54,0.52,0.0
Johnny Bedford,135 lbs.,42.895890410958906,177.8,180.34,Orthodox,4.53,0.5,1.83,0.62,0.0,1.75,0.63,0.62
Rolando Bedoya,155 lbs.,28.865753424657534,180.34,187.96,Orthodox,6.23,0.47,0.0,0.0,0.2,5.5,0.52,0.75
Chase Beebe,135 lbs.,40.66849315068493,170.18,170.18,Orthodox,2.17,0.38,2.49,0.42,0.9,1.64,0.69,0.41
Lyle Beerbohm,155 lbs.,46.81643835616438,177.8,,Southpaw,1.98,0.55,2.1,0.23,0.3,1.61,0.54,0.64
Allan Begosso,135 lbs.,30.008219178082193,165.1,167.64000000000001,Orthodox,1.8,0.4,0.0,0.0,2.0,7.73,0.34,0.25
Azamat Bekoev,185 lbs.,29.90684931506849,182.88,182.88,Orthodox,4.07,0.45,4.49,0.45,0.0,7.66,0.31,0.8
Mirsad Bektic,145 lbs.,34.778082191780825,172.72,177.8,Orthodox,2.43,0.41,3.98,0.52,0.4,1.8,0.57,0.92
Diana Belbita,125 lbs.,29.416438356164385,170.18,172.72,Orthodox,6.45,0.41,0.86,0.62,0.0,6.55,0.51,0.64
Alan Belcher,185 lbs.,41.5972602739726,187.96,190.5,Orthodox,2.7,0.41,0.44,0.26,0.9,3.1,0.59,0.55
Vitor Belfort,185 lbs.,48.66575342465753,182.88,187.96,Southpaw,1.59,0.46,1.02,0.6,0.6,2.83,0.5,0.53
Yousri Belgaroui,185 lbs.,33.484931506849314,195.58,200.66,Orthodox,5.82,0.66,0.39,1.0,0.0,2.52,0.61,0.68
Rodolfo Bellato,205 lbs.,29.805479452054794,190.5,190.5,Orthodox,5.13,0.59,1.44,0.35,0.2,5.86,0.46,0.94
Danilo Belluardo,155 lbs.,31.350684931506848,182.88,187.96,Southpaw,1.52,0.61,3.5,1.0,0.0,4.79,0.41,0.5
Joey Beltran,185 lbs.,43.97534246575343,185.42000000000002,190.5,Orthodox,4.92,0.36,0.48,0.18,0.0,5.27,0.54,0.75
Marco Beltran,125 lbs.,39.53150684931507,172.72,175.26,Orthodox,2.07,0.37,0.7,0.5,0.2,1.93,0.63,0.46
Joseph Benavidez,125 lbs.,41.32876712328767,162.56,165.1,Southpaw,3.52,0.34,1.41,0.3,0.6,2.67,0.61,0.62
Mike Bencic,215 lbs.,59.41917808219178,182.88,,Orthodox,0.0,0.0,0.0,0.0,0.0,3.32,0.53,0.0
Dave Beneteau,250 lbs.,,187.96,,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Karla Benitez,113 lbs.,46.78904109589041,160.02,,,0.0,0.0,0.0,0.0,0.0,2.4,0.57,1.0
Gabriel Benitez,155 lbs.,37.45205479452055,172.72,180.34,Southpaw,5.26,0.41,0.22,0.5,0.9,4.49,0.63,0.55
Charles Bennett,155 lbs.,46.01917808219178,172.72,,Orthodox,1.39,0.39,2.02,1.0,2.0,1.35,0.64,0.36
Josh Bennett,259 lbs.,,193.04,,Orthodox,2.9,0.4,1.5,1.0,0.0,5.8,0.43,1.0
DeAnna Bennett,125 lbs.,41.02739726027397,162.56,172.72,Orthodox,3.13,0.58,0.0,0.0,1.0,3.27,0.58,0.0
Benjamin Bennett,170 lbs.,31.553424657534247,182.88,185.42000000000002,Switch,4.53,0.54,6.0,0.6,0.0,4.53,0.65,0.0
Lance Benoist,170 lbs.,37.25479452054795,180.34,182.88,Southpaw,3.68,0.51,1.5,0.33,0.0,2.7,0.56,0.61
Joe Benoit,170 lbs.,43.71780821917808,175.26,,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Ryan Benoit,125 lbs.,36.25753424657534,165.1,172.72,Orthodox,2.88,0.39,0.28,0.22,0.4,3.65,0.58,0.72
Pat Benson,155 lbs.,51.38356164383562,175.26,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Len Bentley,155 lbs.,42.9972602739726,175.26,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Steve Berger,170 lbs.,52.534246575342465,180.34,,Orthodox,1.0,0.27,0.84,0.4,1.7,3.26,0.36,0.16
Kenneth Bergh,205 lbs.,36.42191780821918,187.96,187.96,Orthodox,4.56,0.75,0.0,0.0,0.0,1.27,0.28,0.0
Bret Bergmark,170 lbs.,52.01917808219178,175.26,,,2.78,0.52,4.17,1.0,4.2,2.78,0.37,0.5
Keith Berish,205 lbs.,40.038356164383565,182.88,,Orthodox,3.58,0.36,1.76,0.4,0.0,4.81,0.62,0.0
Dennis Bermudez,155 lbs.,38.95890410958904,167.64000000000001,167.64000000000001,Orthodox,4.42,0.46,3.89,0.4,1.1,3.07,0.59,0.82
Manny Bermudez,145 lbs.,31.364383561643837,177.8,180.34,Orthodox,2.92,0.61,3.06,0.54,3.1,2.68,0.46,0.0
Talita Bernardo,135 lbs.,38.73698630136986,162.56,172.72,Orthodox,3.12,0.42,1.62,0.22,0.5,4.04,0.55,0.28
Dave Berry,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Keith Berry,185 lbs.,38.09315068493151,185.42000000000002,,,0.27,0.12,0.0,0.0,0.0,6.27,0.28,0.0
Dieusel Berto,200 lbs.,,175.26,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Edson Berto,155 lbs.,42.4027397260274,167.64000000000001,,Orthodox,1.76,0.36,5.47,0.4,2.7,4.62,0.47,0.0
Allen Berube,155 lbs.,51.26849315068493,172.72,,Orthodox,0.92,0.8,6.87,1.0,3.4,0.92,0.33,0.0
Anton Berzin,205 lbs.,36.16164383561644,187.96,,Orthodox,4.4,0.46,2.0,0.28,1.0,6.8,0.67,0.0
Scott Bessac,245 lbs.,60.16164383561644,193.04,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Bessette,145 lbs.,40.917808219178085,177.8,177.8,Orthodox,4.36,0.41,0.64,0.28,0.3,4.45,0.58,0.61
Khadzhi Bestaev,185 lbs.,37.367123287671234,198.12,193.04,,6.15,0.29,0.0,0.0,0.0,10.0,0.43,0.0
Fernando Bettega,170 lbs.,45.723287671232875,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arjan Bhullar,245 lbs.,39.54520547945206,185.42000000000002,190.5,Orthodox,2.33,0.56,1.73,0.75,0.0,3.25,0.59,1.0
KB Bhullar,185 lbs.,34.12602739726027,193.04,198.12,Switch,4.31,0.49,0.0,0.0,0.0,5.39,0.45,0.0
Bibulatov Magomed,125 lbs.,37.26575342465753,165.1,165.1,Orthodox,3.6,0.51,2.85,0.4,0.0,1.83,0.52,0.75
David Bielkheden,155 lbs.,46.484931506849314,177.8,180.34,Orthodox,1.11,0.57,2.65,0.63,0.0,1.64,0.54,0.14
Blake Bilder,145 lbs.,35.37808219178082,172.72,172.72,Switch,3.81,0.48,0.31,0.07,0.6,4.15,0.53,0.71
Jonas Bilharinho,145 lbs.,35.51780821917808,180.34,190.5,Switch,3.71,0.6,0.0,0.0,0.0,3.36,0.57,1.0
Jeremiah Billington,205 lbs.,48.04383561643836,175.26,,Orthodox,1.6,0.62,0.0,0.0,0.0,7.06,0.35,0.5
Scott Bills,170 lbs.,,177.8,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anthony Birchak,135 lbs.,39.536986301369865,172.72,175.26,Orthodox,3.93,0.36,0.48,0.14,0.5,3.67,0.56,0.61
Chris Birchler,205 lbs.,38.48219178082192,190.5,,Switch,9.35,0.46,0.0,0.0,0.0,14.83,0.35,0.0
Angad Bisht,125 lbs.,30.476712328767125,170.18,170.18,Orthodox,3.91,0.51,2.41,0.37,0.0,4.56,0.33,1.0
Michael Bisping,185 lbs.,46.75342465753425,185.42000000000002,190.5,Orthodox,4.33,0.38,1.05,0.43,0.3,2.71,0.65,0.63
Amaury Bitetti,185 lbs.,56.635616438356166,175.26,,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Caio Bittencourt,185 lbs.,34.51780821917808,182.88,190.5,Orthodox,0.29,0.16,0.0,0.0,0.0,0.57,0.33,0.0
Davi Bittencourt,135 lbs.,31.123287671232877,165.1,165.1,Orthodox,4.15,0.66,14.15,0.33,0.0,1.51,0.46,0.0
Simon Biyong,205 lbs.,34.64657534246575,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jan Blachowicz,205 lbs.,42.76164383561644,187.96,198.12,Orthodox,3.44,0.49,1.03,0.48,0.3,3.03,0.52,0.69
Jason Black,155 lbs.,53.38082191780822,172.72,,Orthodox,1.06,0.47,0.48,0.33,6.2,2.6,0.45,0.28
Brad Blackburn,170 lbs.,48.51780821917808,177.8,185.42000000000002,Orthodox,4.55,0.35,0.93,0.5,0.7,3.59,0.65,0.76
Jason Blackford,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tom Blackledge,205 lbs.,,,,Orthodox,2.91,0.61,0.0,0.0,0.0,2.55,0.46,0.75
Sherrard Blackledge,155 lbs.,32.27945205479452,180.34,190.5,Orthodox,3.7,0.49,4.0,0.33,0.0,3.13,0.55,0.42
Da'Mon Blackshear,135 lbs.,31.29041095890411,177.8,182.88,Switch,4.33,0.45,1.48,0.33,1.5,4.19,0.52,0.71
Chasen Blair,155 lbs.,27.115068493150684,177.8,180.34,Orthodox,4.31,0.39,0.0,0.0,0.0,5.39,0.55,1.0
Erin Blanchfield,125 lbs.,26.561643835616437,162.56,167.64000000000001,Orthodox,5.24,0.44,1.86,0.31,0.8,4.21,0.59,0.8
Maximo Blanco,145 lbs.,42.12054794520548,172.72,180.34,Orthodox,4.11,0.44,1.85,0.36,0.3,3.19,0.66,0.63
David Blanco,145 lbs.,,170.18,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Curtis Blaydes,265 lbs.,34.772602739726025,193.04,203.2,Orthodox,3.56,0.5,5.38,0.48,0.0,2.0,0.58,0.31
Tereza Bleda,125 lbs.,23.983561643835618,175.26,180.34,Orthodox,3.02,0.53,1.81,0.27,0.7,1.86,0.46,0.83
Arlene Blencowe,145 lbs.,42.635616438356166,165.1,,,2.31,0.43,0.0,0.0,0.6,2.1,0.43,0.55
Byron Bloodworth,135 lbs.,42.28767123287671,172.72,,Orthodox,1.82,0.28,0.0,0.0,0.0,5.18,0.5,0.0
Dashawn Boatwright,205 lbs.,37.74520547945205,182.88,,Orthodox,0.0,0.0,0.0,0.0,0.0,52.5,0.12,0.0
Dan Bobish,345 lbs.,55.84931506849315,187.96,,Southpaw,2.06,0.44,2.44,0.42,1.6,1.74,0.34,0.0
Mark Bocek,155 lbs.,44.0986301369863,172.72,190.5,Orthodox,2.34,0.43,3.65,0.36,1.3,2.32,0.6,0.31
Kyle Bochniak,145 lbs.,38.81095890410959,170.18,177.8,Orthodox,2.63,0.31,1.14,0.15,0.0,5.11,0.58,0.62
James Bochnovic,205 lbs.,36.78630136986301,193.04,205.74,Orthodox,0.65,0.26,0.0,0.0,0.0,3.64,0.21,0.0
Jeremy Boczulak,--,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tim Boetsch,185 lbs.,44.83561643835616,182.88,187.96,Orthodox,2.93,0.5,1.45,0.34,0.8,2.9,0.57,0.59
Galore Bofando,170 lbs.,43.52328767123288,180.34,182.88,Switch,3.63,0.45,2.37,1.0,0.0,3.63,0.54,0.5
Jay Bogan,145 lbs.,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roman Bogatov,155 lbs.,34.95068493150685,172.72,185.42000000000002,Orthodox,3.33,0.42,1.0,0.09,0.0,4.4,0.44,0.5
Derek Bohi,260 lbs.,,193.04,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jerry Bohlander,199 lbs.,51.8,180.34,,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mandy Bohm,125 lbs.,36.32876712328767,170.18,180.34,Orthodox,2.51,0.45,0.72,0.18,0.7,3.24,0.6,0.75
Kotetsu Boku,154 lbs.,48.512328767123286,175.26,,Orthodox,2.47,0.42,0.0,0.0,0.0,2.8,0.53,0.0
Gaston Bolanos,135 lbs.,33.2,170.18,175.26,Orthodox,3.28,0.49,0.66,1.0,0.0,2.4,0.5,0.42
Kyle Bolt,185 lbs.,,187.96,,,7.27,0.52,0.0,0.0,0.0,7.27,0.45,0.0
Denys Bondar,125 lbs.,33.416438356164385,167.64000000000001,175.26,Orthodox,4.59,0.5,3.99,0.58,0.0,5.16,0.56,0.62
Luc Bondole,205 lbs.,,187.96,,,3.35,0.51,0.0,0.0,1.8,2.04,0.62,0.0
Tony Bonello,185 lbs.,53.11506849315069,187.96,,,0.62,0.33,0.0,0.0,0.0,12.62,0.1,0.0
Gabriel Bonfim,170 lbs.,28.265753424657536,185.42000000000002,182.88,Orthodox,4.54,0.45,4.03,0.55,1.6,3.53,0.63,0.76
Ismael Bonfim,155 lbs.,29.912328767123288,172.72,180.34,Orthodox,5.73,0.55,0.96,0.33,0.0,3.1,0.7,0.76
Jesse Bongfeldt,185 lbs.,45.25479452054795,182.88,,Orthodox,2.91,0.62,1.51,0.33,0.0,1.01,0.5,0.33
