FIGHTER,WEIGHT,AGE,HEIGHT,REACH,STANCE,SLpM,Str. Acc %,TD Avg 15min,TD Acc %,Sub. Avg 15min,SApM,Str. Def %,TD Def. %
Shonie Carter,77.11064,53.64109589041096,177.8,,Southpaw,1.62,0.36,0.75,0.66,0.0,2.32,0.47,0.75
Jack Cartwright,61.23492,31.564383561643837,175.26,172.72,Orthodox,0.8,0.38,6.0,0.66,2.0,3.33,0.29,0.0
Bruno Carvalho,69.853168,43.53972602739726,172.72,,,0.6,0.45,0.0,0.0,4.0,0.93,0.53,0.66
Antonio Carvalho,65.77083999999999,46.56438356164384,175.26,177.8,Orthodox,3.03,0.29,0.0,0.0,0.0,3.62,0.64,1.0
Rafael Carvalho,83.91452,39.4,190.5,,,1.94,0.5,2.77,0.4,0.0,1.84,0.54,0.7
Shane Carwin,120.20188,50.967123287671235,187.96,203.2,Orthodox,4.38,0.47,1.42,0.33,0.0,3.53,0.53,0.42
Johnny Case,70.30676,36.47671232876712,177.8,182.88,Orthodox,3.95,0.38,1.7,0.45,0.2,2.66,0.61,0.72
Kevin Casey,83.91452,44.51780821917808,180.34,195.58,Southpaw,2.27,0.53,0.79,0.22,0.4,3.76,0.46,0.27
Cortney Casey,56.699,38.62739726027397,170.18,170.18,Orthodox,4.29,0.39,0.39,0.31,0.5,4.0,0.55,0.39
Brandon Cash,115.66596,,195.58,,Orthodox,5.42,0.72,10.17,0.66,0.0,0.68,0.33,0.0
Bendy Casimir,65.77083999999999,45.53150684931507,165.1,,Southpaw,0.74,0.27,0.0,0.0,0.0,3.42,0.54,1.0
Dwayne Cason,96.161504,,177.8,,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe Cason,92.98636,37.917808219178085,190.5,,,4.17,0.55,0.0,0.0,0.0,10.83,0.23,0.0
John Castaneda,61.23492,34.0027397260274,167.64000000000001,180.34,Switch,4.42,0.5,1.68,0.37,0.1,4.94,0.53,0.73
Eric Castile,65.77083999999999,,172.72,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gil Castillo,77.11064,60.178082191780824,175.26,,Southpaw,0.6,0.45,3.33,0.45,0.0,2.22,0.44,0.5
Danny Castillo,70.30676,46.326027397260276,175.26,180.34,Orthodox,2.57,0.42,2.95,0.38,0.2,1.96,0.62,0.63
Raul Castillo,83.91452,,180.34,,Orthodox,1.47,0.48,0.0,0.0,0.0,3.27,0.6,0.0
Jenna Castillo,56.699,43.63013698630137,157.48,,,3.24,0.56,1.68,1.0,0.0,2.01,0.57,1.0
Tim Catalfo,106.59412,,180.34,,Orthodox,0.39,1.0,0.0,0.0,0.0,0.77,0.33,0.0
Nick Catone,83.91452,44.3041095890411,182.88,182.88,Southpaw,2.11,0.44,3.71,0.44,0.5,2.32,0.63,0.83
Luke Caudillo,70.30676,45.057534246575344,170.18,,Orthodox,1.97,0.28,0.44,0.2,0.0,5.07,0.55,0.85
Gesias Cavalcante,70.30676,42.46027397260274,172.72,180.34,Orthodox,1.98,0.35,1.25,0.36,1.1,3.11,0.51,0.66
Rafael Cavalcante,92.98636,45.68767123287671,185.42000000000002,187.96,Orthodox,2.71,0.53,0.6,0.4,0.1,3.62,0.49,0.63
Jacqueline Cavalcanti,61.23492,28.301369863013697,172.72,177.8,Orthodox,5.73,0.46,0.0,0.0,0.0,3.32,0.7,0.84
Igor Cavalcanti,77.11064,28.186301369863013,180.34,200.66,Orthodox,3.33,0.42,1.0,0.5,0.0,3.6,0.48,0.66
Magnus Cedenblad,83.91452,43.6986301369863,195.58,200.66,Orthodox,2.38,0.51,2.87,0.64,1.0,3.02,0.4,0.66
Yosdenis Cedeno,70.30676,40.85205479452055,172.72,175.26,Orthodox,1.64,0.29,0.0,0.0,0.3,1.6,0.67,0.31
Henry Cejudo,61.23492,38.86027397260274,162.56,162.56,Orthodox,3.82,0.47,1.84,0.31,0.1,3.46,0.59,0.76
Adam Cella,77.11064,40.484931506849314,187.96,,,1.91,0.42,3.92,0.75,1.3,2.61,0.51,0.5
Vinicius Cenci,70.30676,30.065753424657533,185.42000000000002,187.96,Orthodox,2.9,0.48,1.61,0.5,0.0,2.69,0.62,0.0
Katlyn Cerminara,56.699,36.97534246575343,175.26,172.72,Orthodox,4.58,0.34,0.31,0.15,0.3,4.48,0.62,0.5
Rafael Cerqueira,92.98636,35.76438356164383,190.5,193.04,Southpaw,1.61,0.44,0.0,0.0,0.0,4.88,0.36,0.4
Donald Cerrone,70.30676,42.73150684931507,185.42000000000002,185.42000000000002,Orthodox,4.41,0.46,1.16,0.33,1.2,4.48,0.53,0.73
Jared Chaffee,70.30676,41.013698630136986,177.8,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luan Chagas,77.11064,32.50410958904109,182.88,190.5,Orthodox,4.16,0.47,0.32,0.12,0.3,3.19,0.62,0.85
Edgar Chairez,56.699,29.89041095890411,170.18,180.34,Orthodox,3.44,0.44,0.0,0.0,1.7,5.08,0.42,0.33
Ansar Chalangov,77.11064,46.14520547945205,175.26,,Orthodox,0.68,0.66,0.0,0.0,7.6,1.69,0.54,0.0
Alex Chambers,52.16308,47.15890410958904,160.02,160.02,Southpaw,2.97,0.54,2.31,0.41,1.0,5.1,0.5,0.53
Michael Chandler,70.30676,39.657534246575345,172.72,180.34,Orthodox,4.04,0.49,1.96,0.41,0.6,4.52,0.43,0.61
Chelsea Chandler,61.23492,35.07123287671233,172.72,172.72,Southpaw,3.55,0.45,0.87,0.6,0.0,4.44,0.4,0.28
Eduardo Chapolin,56.699,30.068493150684933,170.18,170.18,Orthodox,2.47,0.4,5.0,0.83,0.0,1.6,0.64,0.75
Donnie Chappell,80.739376,,180.34,,Southpaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe Charles,117.93392,,185.42000000000002,,Southpaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dan Charles,103.418976,40.23835616438356,187.96,,,2.82,0.45,0.0,0.0,0.0,3.51,0.44,0.31
Morgan Charriere,65.77083999999999,30.145205479452056,172.72,175.26,Orthodox,4.08,0.5,2.11,0.46,0.3,4.54,0.53,0.83
Jeisla Chaves,56.699,28.87123287671233,167.64000000000001,172.72,Orthodox,5.67,0.51,0.0,0.0,0.0,4.27,0.6,0.75
Ernest Chavez,65.77083999999999,42.484931506849314,172.72,177.8,Orthodox,2.79,0.4,0.89,0.33,0.0,3.89,0.59,0.5
Emilio Chavez,65.77083999999999,,175.26,,,2.73,0.48,3.0,0.5,0.0,1.53,0.54,0.0
Danny Chavez,65.77083999999999,38.76986301369863,172.72,170.18,Orthodox,2.86,0.38,1.95,0.6,0.0,3.83,0.5,0.87
Gabriel Checco,83.91452,39.71506849315068,185.42000000000002,,Switch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Albert Cheng,77.11064,40.865753424657534,180.34,,Orthodox,1.0,0.41,0.0,0.0,0.0,2.6,0.71,0.0
Fabio Cherant,92.98636,31.063013698630137,185.42000000000002,187.96,Southpaw,1.35,0.4,0.0,0.0,0.0,4.89,0.38,0.0
Ion Cherdivara,92.98636,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mark Cherico,65.77083999999999,39.608219178082194,170.18,175.26,Orthodox,3.69,0.34,5.03,0.5,0.0,7.37,0.56,0.0
Macy Chiasson,61.23492,34.397260273972606,180.34,182.88,Orthodox,3.5,0.46,2.07,0.37,0.4,2.86,0.45,0.72
Michael Chiesa,77.11064,38.035616438356165,185.42000000000002,190.5,Southpaw,2.03,0.4,3.05,0.47,1.0,1.73,0.57,0.67
Giga Chikadze,65.77083999999999,37.31780821917808,182.88,187.96,Orthodox,3.82,0.42,0.19,0.33,0.2,3.48,0.6,0.65
Khamzat Chimaev,83.91452,31.632876712328766,187.96,190.5,Orthodox,4.04,0.6,5.29,0.55,1.8,2.32,0.43,0.85
Sako Chivitchian,70.30676,41.778082191780825,180.34,,Orthodox,2.4,0.27,0.0,0.0,0.0,4.8,0.46,1.0
Mu Bae Choi,104.32616,55.49315068493151,187.96,,Orthodox,1.55,0.49,3.12,0.75,1.0,3.65,0.44,0.6
Hong Man Choi,149.68536,45.14246575342466,218.44,,Orthodox,1.32,0.26,0.71,1.0,0.0,1.46,0.36,0.84
Dooho Choi,65.77083999999999,34.69315068493151,177.8,177.8,Orthodox,4.67,0.56,1.43,0.53,0.6,4.02,0.56,0.47
SeungWoo Choi,65.77083999999999,33.12328767123287,182.88,187.96,Orthodox,3.56,0.38,0.83,0.54,0.0,3.16,0.47,0.7
SeungGuk Choi,56.699,28.975342465753425,167.64000000000001,162.56,Orthodox,2.69,0.42,1.02,0.27,0.0,2.69,0.65,0.74
DongHun Choi,56.699,26.956164383561642,165.1,167.64000000000001,Switch,4.54,0.66,0.46,0.14,0.0,3.13,0.58,0.81
Mark Choinski,70.30676,30.156164383561645,172.72,175.26,Orthodox,3.87,0.5,2.0,0.18,0.0,7.33,0.33,0.0
John Cholish,70.30676,42.010958904109586,180.34,187.96,Orthodox,2.65,0.49,1.82,0.31,0.4,2.29,0.73,0.78
Ryo Chonan,77.11064,49.205479452054796,175.26,177.8,Orthodox,2.57,0.43,0.61,0.41,0.3,2.25,0.6,0.39
Will Chope,65.77083999999999,35.27945205479452,193.04,,Switch,4.43,0.27,0.0,0.0,0.0,9.93,0.46,0.0
Cody Chovancek,61.23492,27.4,172.72,170.18,Switch,2.85,0.5,0.0,0.0,0.0,2.46,0.51,0.83
Joachim Christensen,92.98636,47.12328767123287,190.5,193.04,Orthodox,3.78,0.41,0.0,0.0,0.0,3.29,0.46,0.0
Kevin Christian,92.98636,30.90684931506849,200.66,203.2,Orthodox,1.64,0.56,0.0,0.0,2.3,2.65,0.44,0.5
Dan Christison,120.20188,53.66027397260274,203.2,,Orthodox,4.23,0.51,0.0,0.0,1.1,3.88,0.54,0.37
Anthony Christodoulou,70.30676,38.391780821917806,175.26,,Orthodox,2.19,0.26,0.0,0.0,0.0,5.9,0.45,0.4
Murad Chunkaiev,83.91452,,180.34,,Orthodox,0.85,0.16,8.53,1.0,0.0,3.41,0.66,0.0
Cameron Church,70.30676,35.227397260273975,180.34,182.88,Orthodox,4.0,0.4,0.0,0.0,1.0,4.93,0.5,0.6
Steven Ciaccio,77.11064,,182.88,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mike Ciesnolevicz,106.59412,46.15068493150685,182.88,,Orthodox,0.51,0.5,0.0,0.0,5.1,4.62,0.57,0.2
Hannah Cifers,52.16308,33.47945205479452,154.94,157.48,Orthodox,4.99,0.44,0.26,1.0,0.3,5.39,0.52,0.64
Branko Cikatic,97.52228,71.23561643835616,185.42000000000002,,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nikolajus Cilkinas,,,,,Orthodox,0.0,0.0,0.0,0.0,0.0,5.88,0.16,0.0
Misha Cirkunov,92.98636,38.81095890410959,190.5,195.58,Orthodox,3.86,0.51,4.15,0.39,1.7,3.06,0.57,0.76
Johnny Cisneros,77.11064,45.87671232876713,180.34,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Laverne Clark,77.11064,52.057534246575344,180.34,,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Logan Clark,83.91452,40.84109589041096,187.96,,Orthodox,2.2,0.54,0.31,1.0,2.1,1.49,0.53,0.3
Mychal Clark,101.604608,,190.5,,Orthodox,5.8,0.56,0.0,0.0,0.0,2.9,0.59,0.0
Dominic Clark,70.30676,40.38630136986301,177.8,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Heather Clark,52.16308,45.25479452054795,167.64000000000001,162.56,Orthodox,3.69,0.49,0.33,0.04,0.3,5.62,0.5,0.8
Devin Clark,92.98636,35.68767123287671,182.88,190.5,Orthodox,3.03,0.54,2.17,0.32,0.1,3.24,0.44,0.58
Jessica-Rose Clark,61.23492,38.06027397260274,165.1,162.56,Orthodox,3.73,0.51,1.66,0.42,0.3,3.51,0.58,0.62
Shannon Clark,56.699,33.44931506849315,165.1,162.56,Orthodox,11.51,0.58,0.0,0.0,0.0,20.55,0.35,0.0
John Clarke,77.11064,48.35342465753425,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mitch Clarke,70.30676,40.07123287671233,177.8,185.42000000000002,Orthodox,2.35,0.34,0.64,0.15,0.4,3.27,0.47,0.5
Rich Clementi,70.30676,49.728767123287675,175.26,182.88,Southpaw,1.43,0.37,1.72,0.42,1.1,2.29,0.6,0.25
Chris Clements,77.11064,49.868493150684934,177.8,177.8,Orthodox,3.2,0.49,0.0,0.0,0.3,2.37,0.44,0.32
RJ Clifford,72.57472,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mark Climaco,56.699,28.112328767123287,162.56,165.1,Southpaw,4.13,0.59,3.5,0.36,0.0,2.9,0.57,0.46
