event,bout,outcome,weightclass,method,round_end,round_end_time,time_format,referee,details,url,date,round_total,fighter1,fighter2,win_streak1,win_streak2,win_streak_delta,dob1,reach1,height1,dob2,reach2,height2,age1,age2,age_delta,reach_delta,height_delta
UFC on FOX: Holm vs. Shevchenko,Edson Barboza  vs. Gilbert Melendez ,Fighter1,Lightweight,Decision,3.0,5.0,3 Rnd (5-5-5),John McCarthy,Rick Winter 27 - 30.Sal D'amato 27 - 30.Brian Puccillo 28 - 29.,http://ufcstats.com/fight-details/b1dee00c3052e65e,2016-07-23,3.0,Edson Barboza,Gilbert Melendez,1.0,0.0,1.0,1986-01-21,190.5,180.34,1982-04-12,185.42,175.26,30.50239561943874,34.280629705681044,-3.7782340862423034,5.0800000000000125,5.0800000000000125
UFC on FOX: Holm vs. Shevchenko,Francis Ngannou  vs. Bojan Mihajlovic ,Fighter1,Heavyweight,KO/TKO,1.0,1.57,3 Rnd (5-5-5),Herb Dean,Punches to Head At Distance ,http://ufcstats.com/fight-details/9d2f46b677246e41,2016-07-23,3.0,Francis Ngannou,Bojan Mihajlovic,1.0,0.0,1.0,1986-09-05,210.82,193.04,1980-03-30,185.42,180.34,29.880903490759753,36.31485284052019,-6.433949349760436,25.400000000000006,12.699999999999989
UFC on FOX: Holm vs. Shevchenko,Frankie Saenz  vs. Eddie Wineland ,Fighter2,Bantamweight,KO/TKO,3.0,1.9,3 Rnd (5-5-5),Robert Madrigal,Punches to Head At Distance ,http://ufcstats.com/fight-details/8167500af262bba5,2016-07-23,3.0,Frankie Saenz,Eddie Wineland,0.0,0.0,0.0,1980-08-12,167.64,167.64,1984-06-26,175.26,170.18,35.945242984257355,32.07392197125257,3.8713210130047884,-7.6200000000000045,-2.5400000000000205
UFC on FOX: Holm vs. Shevchenko,Darren Elkins  vs. Godofredo Pepey ,Fighter1,Featherweight,Decision,3.0,5.0,3 Rnd (5-5-5),Herb Dean,Gabriel Sabaitis 27 - 29.Rick Winter 27 - 29.Brandon Mason 26 - 30.,http://ufcstats.com/fight-details/1eb0491642f276ed,2016-07-23,3.0,Darren Elkins,Godofredo Pepey,1.0,0.0,1.0,1984-05-16,180.34,177.8,1987-07-02,185.42,170.18,32.186173853524984,29.059548254620122,3.1266255989048624,-5.079999999999984,7.6200000000000045
UFC on FOX: Holm vs. Shevchenko,Kamaru Usman  vs. Alexander Yakovlev ,Fighter1,Welterweight,Decision,3.0,5.0,3 Rnd (5-5-5),John McCarthy,Gabriel Sabaitis 25 - 30.Brandon Mason 25 - 30.Rick Winter 25 - 30.,http://ufcstats.com/fight-details/e09d17f97d6fc6b8,2016-07-23,3.0,Kamaru Usman,Alexander Yakovlev,0.0,1.0,-1.0,1987-05-11,193.04,182.88,1984-07-18,187.96,190.5,29.201916495550993,32.01368925393566,-2.8117727583846666,5.079999999999984,-7.6200000000000045
UFC on FOX: Holm vs. Shevchenko,Michel Prazeres  vs. JC Cottrell ,Fighter1,Lightweight,Decision,3.0,5.0,3 Rnd (5-5-5),Robert Madrigal,Brandon Mason 26 - 30.Sal D'amato 27 - 30.Brian Puccillo 27 - 30.,http://ufcstats.com/fight-details/adb86e0206cba97d,2016-07-23,3.0,Michel Prazeres,JC Cottrell,0.0,0.0,0.0,1981-07-25,170.18,167.64,1989-11-04,,175.26,34.99520876112252,26.715947980835043,8.279260780287476,,-7.6200000000000045
UFC on FOX: Holm vs. Shevchenko,Alex Oliveira  vs. James Moontasri ,Fighter1,Welterweight,Decision,3.0,5.0,3 Rnd (5-5-5),Herb Dean,Brian Puccillo 26 - 30.Brandon Mason 26 - 30.Sal D'amato 25 - 30.,http://ufcstats.com/fight-details/3aace29fcc65ec51,2016-07-23,3.0,Alex Oliveira,James Moontasri,0.0,0.0,0.0,1988-02-21,193.04,180.34,1988-04-10,180.34,177.8,28.418891170431213,28.28473648186174,0.134154688569474,12.699999999999989,2.539999999999992
UFC on FOX: Holm vs. Shevchenko,Jim Alers  vs. Jason Knight ,Fighter2,Featherweight,Decision,3.0,5.0,3 Rnd (5-5-5),John McCarthy,Gabriel Sabaitis 28 - 29.Rick Winter 29 - 28.Matt Janecek 28 - 29.,http://ufcstats.com/fight-details/435c93cb89016fd1,2016-07-23,3.0,Jim Alers,Jason Knight,0.0,0.0,0.0,1986-10-14,180.34,175.26,1992-07-14,180.34,177.8,29.7741273100616,24.024640657084188,5.749486652977414,0.0,-2.5400000000000205
UFC on FOX: Holm vs. Shevchenko,Luis Henrique  vs. Dmitrii Smoliakov ,Fighter1,Heavyweight,Submission,2.0,3.97,3 Rnd (5-5-5),Robert Madrigal,Rear Naked Choke ,http://ufcstats.com/fight-details/43fbc59edc7dfa9f,2016-07-23,3.0,Luis Henrique,Dmitrii Smoliakov,0.0,0.0,0.0,1993-08-21,187.96,187.96,1982-08-05,187.96,187.96,22.921286789869953,33.96577686516085,-11.044490075290895,0.0,0.0
UFC Fight Night: McDonald vs. Lineker,Michael McDonald  vs. John Lineker ,Fighter2,Bantamweight,KO/TKO,1.0,2.72,5 Rnd (5-5-5-5-5),Herb Dean,Punch to Head In Clinch ,http://ufcstats.com/fight-details/08c6b88ac22717ed,2016-07-13,5.0,Michael McDonald,John Lineker,1.0,1.0,0.0,1965-02-06,,180.34,1990-06-12,170.18,160.02,51.43052703627652,26.086242299794662,25.34428473648186,,20.319999999999993
UFC Fight Night: McDonald vs. Lineker,Michael McDonald  vs. John Lineker ,Fighter2,Bantamweight,KO/TKO,1.0,2.72,5 Rnd (5-5-5-5-5),Herb Dean,Punch to Head In Clinch ,http://ufcstats.com/fight-details/08c6b88ac22717ed,2016-07-13,5.0,Michael McDonald,John Lineker,1.0,1.0,0.0,1991-01-15,177.8,175.26,1990-06-12,170.18,160.02,25.492128678986994,26.086242299794662,-0.5941136208076685,7.6200000000000045,15.23999999999998
UFC Fight Night: McDonald vs. Lineker,Tony Ferguson  vs. Lando Vannata ,Fighter1,Lightweight,Submission,2.0,2.37,3 Rnd (5-5-5),John McCarthy,D'Arce Choke After Drop to Ground ,http://ufcstats.com/fight-details/824fb74f5fc34218,2016-07-13,3.0,Tony Ferguson,Lando Vannata,0.0,0.0,0.0,1984-02-12,193.04,180.34,1992-03-14,180.34,175.26,32.41615331964408,24.331279945242983,8.084873374401099,12.699999999999989,5.0800000000000125
UFC Fight Night: McDonald vs. Lineker,Tim Boetsch  vs. Josh Samman ,Fighter1,Middleweight,KO/TKO,2.0,3.82,3 Rnd (5-5-5),John McCarthy,Punches to Head From Back Control ,http://ufcstats.com/fight-details/0f73ee9121ec7539,2016-07-13,3.0,Tim Boetsch,Josh Samman,0.0,0.0,0.0,1981-01-28,187.96,182.88,1988-03-14,200.66,190.5,35.455167693360714,28.331279945242983,7.123887748117731,-12.699999999999989,-7.6200000000000045
UFC Fight Night: McDonald vs. Lineker,Aleksei Oleinik  vs. Daniel Omielanczuk ,Fighter2,Heavyweight,Decision,3.0,5.0,3 Rnd (5-5-5),Kevin MacDonald,Shawn Ruml 28 - 28.Derek Cleary 28 - 29.Rick Winter 28 - 29.,http://ufcstats.com/fight-details/0fed8d8499eae01a,2016-07-13,3.0,Aleksei Oleinik,Daniel Omielanczuk,0.0,1.0,-1.0,1977-06-20,203.2,187.96,1982-08-31,187.96,182.88,39.063655030800824,33.86721423682409,5.196440793976734,15.23999999999998,5.0800000000000125
UFC Fight Night: McDonald vs. Lineker,Kyle Noke  vs. Keita Nakamura ,Fighter2,Welterweight,Submission,2.0,4.98,3 Rnd (5-5-5),Herb Dean,Rear Naked Choke ,http://ufcstats.com/fight-details/bb0770ead53940f5,2016-07-13,3.0,Kyle Noke,Keita Nakamura,0.0,0.0,0.0,1980-03-18,193.04,185.42,1984-05-22,185.42,180.34,36.32032854209446,32.14236824093087,4.177960301163587,7.6200000000000045,5.079999999999984
UFC Fight Night: McDonald vs. Lineker,Louis Smolka  vs. Ben Nguyen ,Fighter1,Flyweight,KO/TKO,2.0,4.68,3 Rnd (5-5-5),Herb Dean,Elbows to Head From Mount ,http://ufcstats.com/fight-details/a2fe63d064567d14,2016-07-13,3.0,Louis Smolka,Ben Nguyen,0.0,0.0,0.0,1991-07-16,172.72,175.26,1988-08-03,165.1,165.1,24.993839835728952,27.942505133470227,-2.9486652977412753,7.6200000000000045,10.159999999999997
UFC Fight Night: McDonald vs. Lineker,Eric Spicely  vs. Sam Alvey ,Fighter2,Middleweight,Submission,1.0,2.72,3 Rnd (5-5-5),John McCarthy,Guillotine Choke Standing ,http://ufcstats.com/fight-details/2ef96a4eb306fbb4,2016-07-13,3.0,Eric Spicely,Sam Alvey,0.0,0.0,0.0,1986-09-29,185.42,185.42,1986-05-06,190.5,187.96,29.78781656399726,30.187542778918548,-0.39972621492128724,-5.0800000000000125,-2.5400000000000205
UFC Fight Night: McDonald vs. Lineker,Scott Holtzman  vs. Cody Pfister ,Fighter1,Lightweight,Decision,3.0,5.0,3 Rnd (5-5-5),Kevin MacDonald,Tom Allstot 27 - 30.Derek Cleary 27 - 30.Rick Winter 28 - 29.,http://ufcstats.com/fight-details/5b6451f3f83c719c,2016-07-13,3.0,Scott Holtzman,Cody Pfister,0.0,0.0,0.0,1983-09-30,175.26,175.26,1990-07-12,185.42,177.8,32.785763175906915,26.0041067761807,6.7816563997262165,-10.159999999999997,-2.5400000000000205
UFC Fight Night: McDonald vs. Lineker,Rani Yahya  vs. Matthew Lopez ,Fighter1,Bantamweight,Submission,3.0,4.32,3 Rnd (5-5-5),BobbyWombacher,Arm Triangle From Side Control ,http://ufcstats.com/fight-details/df661c70c40adf84,2016-07-13,3.0,Rani Yahya,Matthew Lopez,0.0,0.0,0.0,1984-09-12,170.18,167.64,1987-01-21,175.26,170.18,31.83299110198494,29.475701574264203,2.357289527720738,-5.079999999999984,-2.5400000000000205
UFC Fight Night: McDonald vs. Lineker,Devin Clark  vs. Alex Nicholson ,Fighter2,Middleweight,KO/TKO,1.0,4.95,3 Rnd (5-5-5),BobbyWombacher,Punch to Head At Distance ,http://ufcstats.com/fight-details/0864112e968630ea,2016-07-13,3.0,Devin Clark,Alex Nicholson,0.0,0.0,0.0,1990-04-12,190.5,182.88,1990-05-02,195.58,193.04,26.253251197809718,26.198494182067076,0.05475701574264136,-5.0800000000000125,-10.159999999999997
UFC 200: Tate vs Nunes,Brock Lesnar  vs. Mark Hunt ,,Heavyweight,Other,3.0,5.0,3 Rnd (5-5-5),Dan Miragliotta,Failed Drug Test by LesnarLester Griffin 27 - 29.Junichiro Kamijo 27 - 29.Marcos Rosales 27 - 29.,http://ufcstats.com/fight-details/83414cc83ec3f2ac,2016-07-09,3.0,Brock Lesnar,Mark Hunt,0.0,1.0,-1.0,1977-07-12,205.74,190.5,1974-03-23,182.88,177.8,38.992470910335385,42.29705681040383,-3.304585900068446,22.860000000000014,12.699999999999989
UFC 200: Tate vs Nunes,Daniel Cormier  vs. Anderson Silva ,Fighter1,Light Heavyweight,Decision,3.0,5.0,3 Rnd (5-5-5),John McCarthy,Sal D'amato 26 - 30.Derek Cleary 26 - 30.Glenn Trowbridge 26 - 30.,http://ufcstats.com/fight-details/424221c96ee13ceb,2016-07-09,3.0,Daniel Cormier,Anderson Silva,0.0,0.0,0.0,1979-03-20,182.88,180.34,1975-04-14,195.58,187.96,37.30595482546201,41.23750855578371,-3.9315537303217027,-12.700000000000017,-7.6200000000000045
UFC 200: Tate vs Nunes,Jose Aldo  vs. Frankie Edgar ,Fighter1,Featherweight,Decision,5.0,5.0,5 Rnd (5-5-5-5-5),Marc Goddard,Derek Cleary 46 - 49.Marcos Rosales 46 - 49.Junichiro Kamijo 47 - 48.,http://ufcstats.com/fight-details/84c5035830ebb421,2016-07-09,5.0,Jose Aldo,Frankie Edgar,0.0,0.0,0.0,1986-09-09,177.8,170.18,1981-10-16,172.72,167.64,29.831622176591377,34.729637234770706,-4.898015058179329,5.0800000000000125,2.5400000000000205
UFC 200: Tate vs Nunes,Cain Velasquez  vs. Travis Browne ,Fighter1,Heavyweight,KO/TKO,1.0,4.95,3 Rnd (5-5-5),John McCarthy,Punches to Head On Ground ,http://ufcstats.com/fight-details/1a66e67add5d55ef,2016-07-09,3.0,Cain Velasquez,Travis Browne,0.0,1.0,-1.0,1982-07-28,195.58,185.42,1982-07-17,200.66,198.12,33.949349760438054,33.97946611909651,-0.030116358658453635,-5.079999999999984,-12.700000000000017
UFC 200: Tate vs Nunes,Johny Hendricks  vs. Kelvin Gastelum ,Fighter2,Welterweight,Decision,3.0,5.0,3 Rnd (5-5-5),Dan Miragliotta,Sal D'amato 28 - 29.Adalaide Byrd 27 - 30.Derek Cleary 27 - 30.,http://ufcstats.com/fight-details/8c2e4d3cc4b9e93a,2016-07-09,3.0,Johny Hendricks,Kelvin Gastelum,0.0,0.0,0.0,1983-09-12,175.26,175.26,1991-10-24,180.34,175.26,32.824093086926766,24.709103353867214,8.114989733059552,-5.0800000000000125,0.0
UFC 200: Tate vs Nunes,TJ Dillashaw  vs. Raphael Assuncao ,Fighter1,Bantamweight,Decision,3.0,5.0,3 Rnd (5-5-5),Mark Smith,Junichiro Kamijo 27 - 30.Chris Lee 27 - 30.Jeff Mullen 27 - 30.,http://ufcstats.com/fight-details/c1f74805a4ff9396,2016-07-09,3.0,TJ Dillashaw,Raphael Assuncao,0.0,0.0,0.0,1986-02-07,170.18,167.64,1982-07-19,167.64,165.1,30.417522245037645,33.973990417522245,-3.5564681724845997,2.5400000000000205,2.539999999999992
UFC 200: Tate vs Nunes,Sage Northcutt  vs. Enrique Marin ,Fighter1,Lightweight,Decision,3.0,5.0,3 Rnd (5-5-5),Marc Goddard,Derek Cleary 28 - 29.Adalaide Byrd 28 - 29.Glenn Trowbridge 28 - 29.,http://ufcstats.com/fight-details/d1aaef0d7f0c8e8b,2016-07-09,3.0,Sage Northcutt,Enrique Marin,0.0,0.0,0.0,1996-03-01,180.34,182.88,1986-09-02,,177.8,20.355920602327174,29.8507871321013,-9.494866529774125,,5.079999999999984
UFC 200: Tate vs Nunes,Diego Sanchez  vs. Joe Lauzon ,Fighter2,Lightweight,KO/TKO,1.0,1.43,3 Rnd (5-5-5),Mark Smith,Punches to Head At Distance ,http://ufcstats.com/fight-details/9d7a798f0c20c04a,2016-07-09,3.0,Diego Sanchez,Joe Lauzon,1.0,0.0,1.0,1981-12-31,182.88,177.8,1984-05-22,180.34,177.8,34.521560574948666,32.13141683778234,2.3901437371663263,2.539999999999992,0.0
UFC 200: Tate vs Nunes,Gegard Mousasi  vs. Thiago Santos ,Fighter1,Middleweight,KO/TKO,1.0,4.53,3 Rnd (5-5-5),Marc Goddard,Punch to Head At Distance ,http://ufcstats.com/fight-details/7679c5ee3514e119,2016-07-09,3.0,Gegard Mousasi,Thiago Santos,1.0,1.0,0.0,1985-08-01,193.04,187.96,1984-01-07,193.04,187.96,30.937713894592743,32.50376454483231,-1.5660506502395641,0.0,0.0
UFC 200: Tate vs Nunes,Jim Miller  vs. Takanori Gomi ,Fighter1,Lightweight,KO/TKO,1.0,2.3,3 Rnd (5-5-5),Mark Smith,Punches to Head From Back Control ,http://ufcstats.com/fight-details/433e3fd8782b6e0e,2016-07-09,3.0,Jim Miller,Takanori Gomi,0.0,0.0,0.0,1983-08-30,180.34,172.72,1978-09-22,177.8,170.18,32.85968514715948,37.79603011635866,-4.936344969199176,2.539999999999992,2.539999999999992
The Ultimate Fighter: Team Joanna vs. Team Cláudia Finale,Andrew Sanchez  vs. Khalil Rountree Jr. ,Fighter1,Light Heavyweight,Decision,3.0,5.0,3 Rnd + OT (5-5-5-5),Herb Dean,Derek Cleary 25 - 30.Sal D'amato 25 - 30.Chris Lee 26 - 30.,http://ufcstats.com/fight-details/9fc85aef42733a16,2016-07-08,3.0,Andrew Sanchez,Khalil Rountree Jr.,0.0,0.0,0.0,1988-04-08,187.96,185.42,1990-02-26,193.04,185.42,28.249144421629023,26.362765229295004,1.8863791923340187,-5.079999999999984,0.0
The Ultimate Fighter: Team Joanna vs. Team Cláudia Finale,Ross Pearson  vs. Will Brooks ,Fighter2,Lightweight,Decision,3.0,5.0,3 Rnd (5-5-5),Dan Miragliotta,Patricia Morse-Jarman 28 - 29.Derek Cleary 28 - 29.Sal D'amato 28 - 29.,http://ufcstats.com/fight-details/1299f04f429bcc0e,2016-07-08,3.0,Ross Pearson,Will Brooks,1.0,0.0,1.0,1984-09-26,175.26,172.72,1986-10-08,182.88,177.8,31.78097193702943,29.749486652977414,2.0314852840520174,-7.6200000000000045,-5.0800000000000125
The Ultimate Fighter: Team Joanna vs. Team Cláudia Finale,Dooho Choi  vs. Thiago Tavares ,Fighter1,Featherweight,KO/TKO,1.0,2.7,3 Rnd (5-5-5),Herb Dean,Punch to Head At Distance ,http://ufcstats.com/fight-details/febbd4eb209b4579,2016-07-08,3.0,Dooho Choi,Thiago Tavares,0.0,0.0,0.0,1991-04-10,177.8,177.8,1984-11-08,177.8,170.18,25.245722108145106,31.66324435318275,-6.417522245037645,0.0,7.6200000000000045
The Ultimate Fighter: Team Joanna vs. Team Cláudia Finale,Joaquim Silva  vs. Andrew Holbrook ,Fighter1,Lightweight,KO/TKO,1.0,0.57,3 Rnd (5-5-5),Dan Miragliotta,Punch to Head On Ground ,http://ufcstats.com/fight-details/6c4b3cca92fcb9c7,2016-07-08,3.0,Joaquim Silva,Andrew Holbrook,0.0,0.0,0.0,1989-02-05,175.26,172.72,1986-02-06,177.8,180.34,27.419575633127995,30.417522245037645,-2.9979466119096507,-2.5400000000000205,-7.6200000000000045
The Ultimate Fighter: Team Joanna vs. Team Cláudia Finale,Gray Maynard  vs. Fernando Bruno ,Fighter1,Featherweight,Decision,3.0,5.0,3 Rnd (5-5-5),Jason Herzog,Patricia Morse-Jarman 27 - 30.Glenn Trowbridge 27 - 30.Marcos Rosales 27 - 30.,http://ufcstats.com/fight-details/36388dce4a8cc18f,2016-07-08,3.0,Gray Maynard,Fernando Bruno,0.0,0.0,0.0,1979-05-09,177.8,175.26,1982-02-24,,167.64,37.16632443531827,34.36824093086927,2.7980835044490036,,7.6200000000000045
The Ultimate Fighter: Team Joanna vs. Team Cláudia Finale,John Moraga  vs. Matheus Nicolau ,Fighter2,Flyweight,Decision,3.0,5.0,3 Rnd (5-5-5),Chris Tognoni,Lester Griffin 28 - 29.Jeff Mullen 29 - 28.Chris Lee 28 - 29.,http://ufcstats.com/fight-details/9275134accfb1adc,2016-07-08,3.0,John Moraga,Matheus Nicolau,0.0,0.0,0.0,1984-03-20,167.64,167.64,1993-01-06,167.64,167.64,32.30116358658453,23.50171115674196,8.799452429842571,0.0,0.0
The Ultimate Fighter: Team Joanna vs. Team Cláudia Finale,Cory Hendricks  vs. Josh Stansbury ,Fighter2,Light Heavyweight,Decision,3.0,5.0,3 Rnd (5-5-5),Dan Miragliotta,Derek Cleary 27 - 29.Patricia Morse-Jarman 27 - 29.Dave Hagen 28 - 28.,http://ufcstats.com/fight-details/f990e8b2a08053db,2016-07-08,3.0,Cory Hendricks,Josh Stansbury,0.0,0.0,0.0,1988-05-10,,190.5,1984-11-19,187.96,187.96,28.161533196440793,31.633127994524298,-3.4715947980835047,,2.539999999999992
The Ultimate Fighter: Team Joanna vs. Team Cláudia Finale,Cezar Ferreira  vs. Anthony Smith ,Fighter1,Middleweight,Decision,3.0,5.0,3 Rnd (5-5-5),Chris Tognoni,Glenn Trowbridge 28 - 29.Lester Griffin 28 - 29.Chris Lee 28 - 29.,http://ufcstats.com/fight-details/0c703bf17c04fee4,2016-07-08,3.0,Cezar Ferreira,Anthony Smith,1.0,1.0,0.0,1985-02-15,198.12,185.42,1988-07-26,193.04,193.04,31.392197125256672,27.95071868583162,3.441478439425051,5.0800000000000125,-7.6200000000000045
The Ultimate Fighter: Team Joanna vs. Team Cláudia Finale,Jake Matthews  vs. Kevin Lee ,Fighter2,Lightweight,KO/TKO,1.0,4.1,3 Rnd (5-5-5),Jason Herzog,Punches to Head From Back Control ,http://ufcstats.com/fight-details/b319a24919106555,2016-07-08,3.0,Jake Matthews,Kevin Lee,1.0,1.0,0.0,1994-08-19,185.42,180.34,1992-09-04,195.58,175.26,21.88637919233402,23.84120465434634,-1.9548254620123195,-10.160000000000025,5.0800000000000125
The Ultimate Fighter: Team Joanna vs. Team Cláudia Finale,Li Jingliang  vs. Anton Zafir ,Fighter1,Welterweight,KO/TKO,1.0,2.77,3 Rnd (5-5-5),Chris Tognoni,Punches to Head From Guard ,http://ufcstats.com/fight-details/b3b5bd50fa34342c,2016-07-08,3.0,Li Jingliang,Anton Zafir,0.0,0.0,0.0,1988-03-20,180.34,182.88,1987-05-10,,180.34,28.301163586584533,29.163586584531142,-0.8624229979466094,,2.539999999999992
UFC Fight Night: Dos Anjos vs. Alvarez,Rafael Dos Anjos  vs. Eddie Alvarez ,Fighter2,Lightweight,KO/TKO,1.0,3.82,5 Rnd (5-5-5-5-5),Herb Dean,Punches to Head In Clinch ,http://ufcstats.com/fight-details/bb9020ac324fb706,2016-07-07,5.0,Rafael Dos Anjos,Eddie Alvarez,0.0,1.0,-1.0,1984-10-26,177.8,172.72,1984-01-11,175.26,175.26,31.696098562628336,32.48733744010951,-0.7912388774811774,2.5400000000000205,-2.539999999999992
UFC Fight Night: Dos Anjos vs. Alvarez,Roy Nelson  vs. Derrick Lewis ,Fighter2,Heavyweight,Decision,3.0,5.0,3 Rnd (5-5-5),John McCarthy,Dave Hagen 28 - 29.Adalaide Byrd 29 - 28.Glenn Trowbridge 28 - 29.,http://ufcstats.com/fight-details/9a984ea967886979,2016-07-07,3.0,Roy Nelson,Derrick Lewis,1.0,2.0,-1.0,1976-06-20,185.42,182.88,1985-02-07,200.66,190.5,40.04654346338125,31.411362080766597,8.63518138261465,-15.240000000000009,-7.6200000000000045
UFC Fight Night: Dos Anjos vs. Alvarez,Alan Jouban  vs. Belal Muhammad ,Fighter1,Welterweight,Decision,3.0,5.0,3 Rnd (5-5-5),Herb Dean,Sal D'amato 27 - 28.Tony Weeks 28 - 29.Derek Cleary 27 - 29.,http://ufcstats.com/fight-details/420f4e4dc341eb57,2016-07-07,3.0,Alan Jouban,Belal Muhammad,1.0,0.0,1.0,1981-11-25,185.42,182.88,1988-07-09,182.88,180.34,34.614647501711154,27.994524298425734,6.62012320328542,2.539999999999992,2.539999999999992
UFC Fight Night: Dos Anjos vs. Alvarez,Joe Duffy  vs. Mitch Clarke ,Fighter1,Lightweight,Submission,1.0,0.42,3 Rnd (5-5-5),John McCarthy,Rear Naked Choke ,http://ufcstats.com/fight-details/d39010c3511fb972,2016-07-07,3.0,Joe Duffy,Mitch Clarke,0.0,0.0,0.0,1988-02-18,185.42,177.8,1985-11-24,185.42,177.8,28.383299110198493,30.61738535249829,-2.234086242299796,0.0,0.0
UFC Fight Night: Dos Anjos vs. Alvarez,Mike Pyle  vs. Alberto Mina ,Fighter2,Welterweight,KO/TKO,2.0,1.28,3 Rnd (5-5-5),Jason Herzog,Flying Knee Head ,http://ufcstats.com/fight-details/d18b33bdd37f4683,2016-07-07,3.0,Mike Pyle,Alberto Mina,1.0,0.0,1.0,1975-09-18,187.96,182.88,1982-05-02,195.58,182.88,40.80219028062971,34.182067077344286,6.620123203285424,-7.6200000000000045,0.0
UFC Fight Night: Dos Anjos vs. Alvarez,John Makdessi  vs. Mehdi Baghdad ,Fighter1,Lightweight,Decision,3.0,5.0,3 Rnd (5-5-5),Mark Smith,Junichiro Kamijo 28 - 29.Sal D'amato 29 - 28.Tony Weeks 28 - 29.,http://ufcstats.com/fight-details/5e13fbe15c887a33,2016-07-07,3.0,John Makdessi,Mehdi Baghdad,0.0,0.0,0.0,1985-05-03,172.72,172.72,1985-04-13,,185.42,31.17864476386037,31.23340177960301,-0.05475701574264136,,-12.699999999999989
UFC Fight Night: Dos Anjos vs. Alvarez,Anthony Birchak  vs. Dileno Lopes ,Fighter1,Bantamweight,Decision,3.0,5.0,3 Rnd (5-5-5),Jason Herzog,Lester Griffin 30 - 27.Patricia Morse-Jarman 28 - 29.Derek Cleary 28 - 29.,http://ufcstats.com/fight-details/95a0d706e1f4cfa2,2016-07-07,3.0,Anthony Birchak,Dileno Lopes,0.0,0.0,0.0,1986-05-16,175.26,172.72,1984-09-26,,165.1,30.143737166324435,31.7782340862423,-1.634496919917865,,7.6200000000000045
UFC Fight Night: Dos Anjos vs. Alvarez,Russell Doane  vs. Pedro Munhoz ,Fighter2,Bantamweight,Submission,1.0,2.13,3 Rnd (5-5-5),Mark Smith,Guillotine Choke After Drop to Guard ,http://ufcstats.com/fight-details/a815119606930378,2016-07-07,3.0,Russell Doane,Pedro Munhoz,0.0,0.0,0.0,1986-08-13,177.8,170.18,1986-09-07,165.1,167.64,29.900068446269678,29.831622176591377,0.06844626967830081,12.700000000000017,2.5400000000000205
UFC Fight Night: Dos Anjos vs. Alvarez,Felipe Arantes  vs. Jerrod Sanders ,Fighter1,Bantamweight,Submission,2.0,1.65,3 Rnd (5-5-5),Chris Tognoni,Armbar From Bottom Guard ,http://ufcstats.com/fight-details/509519d82e906c0f,2016-07-07,3.0,Felipe Arantes,Jerrod Sanders,0.0,0.0,0.0,1988-02-09,185.42,172.72,1979-10-01,182.88,172.72,28.407939767282684,36.766598220396986,-8.358658453114302,2.539999999999992,0.0
UFC Fight Night: Dos Anjos vs. Alvarez,Gilbert Burns  vs. Lukasz Sajewski ,Fighter1,Lightweight,Submission,1.0,4.95,3 Rnd (5-5-5),Jason Herzog,Armbar From Back Control ,http://ufcstats.com/fight-details/e71a155192ff2f6c,2016-07-07,3.0,Gilbert Burns,Lukasz Sajewski,0.0,0.0,0.0,1986-07-20,180.34,177.8,1990-11-27,180.34,172.72,29.965776865160848,25.609856262833677,4.355920602327171,0.0,5.0800000000000125
UFC Fight Night: Dos Anjos vs. Alvarez,Marco Beltran  vs. Reginaldo Vieira ,Fighter1,Bantamweight,Submission,2.0,3.07,3 Rnd (5-5-5),Mark Smith,Rear Naked Choke ,http://ufcstats.com/fight-details/5cf03fdfe557803f,2016-07-07,3.0,Marco Beltran,Reginaldo Vieira,0.0,0.0,0.0,1986-05-18,175.26,172.72,1982-11-26,165.1,170.18,30.138261464750173,33.61259411362081,-3.474332648870636,10.159999999999997,2.539999999999992
UFC Fight Night: Dos Anjos vs. Alvarez,Vicente Luque  vs. Alvaro Herrera Mendoza ,Fighter1,Welterweight,Submission,2.0,3.87,3 Rnd (5-5-5),Chris Tognoni,D'Arce Choke From Half Guard ,http://ufcstats.com/fight-details/caf3ca7fc0195412,2016-07-07,3.0,Vicente Luque,Alvaro Herrera Mendoza,0.0,0.0,0.0,1991-11-27,190.5,180.34,1990-05-14,187.96,182.88,24.61054072553046,26.1492128678987,-1.5386721423682417,2.539999999999992,-2.539999999999992
UFC Fight Night: MacDonald vs Thompson,Rory MacDonald  vs. Stephen Thompson ,Fighter2,Welterweight,Decision,5.0,5.0,5 Rnd (5-5-5-5-5),John McCarthy,Chris Lee 45 - 50.David Therien 45 - 50.Sal D'amato 47 - 48.,http://ufcstats.com/fight-details/75e21e2f5f3be42e,2016-06-18,5.0,Rory MacDonald,Stephen Thompson,0.0,1.0,-1.0,1989-07-22,193.04,182.88,1983-02-11,190.5,182.88,26.90759753593429,33.34976043805612,-6.442162902121833,2.539999999999992,0.0
UFC Fight Night: MacDonald vs Thompson,Donald Cerrone  vs. Patrick Cote ,Fighter1,Welterweight,KO/TKO,3.0,2.58,3 Rnd (5-5-5),Yves Lavigne,Punches to Head At Distance ,http://ufcstats.com/fight-details/4b8c8ae61251ff83,2016-06-18,3.0,Donald Cerrone,Patrick Cote,1.0,1.0,0.0,1983-03-29,185.42,185.42,1980-02-29,190.5,180.34,33.223819301848046,36.30116358658453,-3.0773442847364834,-5.0800000000000125,5.079999999999984
